,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalPorchSF,TotalBath,SnMoSold,CsMoSold
725,20,RL,60.0,6960,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,375,BLQ,239,250,GasA,TA,Y,SBrkr,864,0,0,3,1,Gd,5,Typ,0,,Detchd,Unf,660,TA,TA,Y,96,0,,,Shed,500,2009,WD,Normal,120500,1728,0,1.0,-0.5000000000000004,0.8660254037844384
726,20,RL,,21695,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,808,Unf,0,72,GasA,Ex,Y,SBrkr,1680,0,0,3,1,Gd,5,Typ,1,Gd,Attchd,Fin,540,TA,TA,Y,292,0,,,,0,2009,WD,Normal,222000,2560,226,3.0,-2.4492935982947064e-16,1.0
727,20,RL,64.0,7314,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724,Unf,0,508,GasA,Ex,Y,SBrkr,1232,0,0,2,1,Gd,6,Typ,0,,Attchd,RFn,632,TA,TA,Y,132,0,,,,0,2009,WD,Normal,194500,2464,0,3.0,0.8660254037844386,0.5000000000000001
728,90,RL,85.0,11475,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1584,GasA,TA,Y,SBrkr,1776,0,0,4,2,TA,9,Typ,0,,Detchd,Unf,888,TA,TA,Y,0,0,,,,0,2009,COD,Abnorml,110000,3360,25,3.0,-0.4999999999999997,-0.8660254037844388
729,30,RM,52.0,6240,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,152,Unf,0,628,GasA,TA,Y,FuseA,848,0,360,2,1,TA,5,Typ,0,,Detchd,Unf,539,TA,TA,Y,0,0,,,,0,2009,WD,Normal,103000,1988,135,1.0,0.5,0.8660254037844387
730,120,RL,39.0,5389,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1180,Unf,0,415,GasA,Ex,Y,SBrkr,1616,0,0,2,1,Gd,5,Typ,1,TA,Attchd,RFn,608,TA,TA,Y,237,0,,,,0,2010,WD,Normal,236500,3211,152,3.0,1.0,6.123233995736766e-17
731,80,RL,73.0,9590,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,Gd,TA,PConc,Ex,TA,Av,GLQ,786,Unf,0,82,GasA,Ex,Y,SBrkr,1146,0,0,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,438,TA,TA,Y,160,0,,,,0,2007,WD,Normal,187500,2014,22,3.0,0.5,-0.8660254037844387
732,60,RL,75.0,11404,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Av,ALQ,252,Unf,0,901,GasA,Ex,Y,SBrkr,1153,878,0,3,1,Gd,8,Typ,1,TA,Attchd,Fin,541,TA,TA,Y,192,0,,,,0,2008,WD,Normal,222500,3184,84,2.5,-0.4999999999999997,-0.8660254037844388
733,20,RL,80.0,10000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,594,Unf,0,270,GasA,Ex,Y,SBrkr,1144,0,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,264,TA,TA,Y,165,0,,GdWo,Shed,400,2009,WD,Normal,131400,2008,0,2.0,1.0,6.123233995736766e-17
734,20,RL,,8978,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,948,GasA,TA,Y,SBrkr,948,0,0,3,1,TA,6,Typ,0,,Attchd,Unf,300,TA,TA,Y,147,0,,,,0,2007,WD,Family,108000,1896,0,1.0,0.5,-0.8660254037844387
735,75,RM,60.0,10800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,390,Unf,0,490,GasW,Fa,N,SBrkr,880,888,0,2,1,TA,6,Typ,2,TA,Detchd,Unf,320,TA,TA,N,0,0,,,,0,2006,WD,Normal,163000,2648,341,1.5,-0.8660254037844386,0.5000000000000001
736,90,RL,60.0,8544,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,,0.0,TA,TA,CBlock,,,,,0,,0,0,GasA,Gd,N,FuseF,1040,0,0,2,2,TA,6,Typ,0,,Detchd,Unf,400,TA,TA,Y,0,0,,,,0,2006,WD,Normal,93500,1040,0,2.0,-0.4999999999999997,-0.8660254037844388
737,60,RL,72.0,10463,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,893,GasA,Ex,Y,SBrkr,901,900,0,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,800,TA,TA,Y,0,0,,,,0,2006,WD,Normal,239900,2694,116,2.5,1.2246467991473532e-16,-1.0
738,90,RL,60.0,10800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,1200,Unf,0,0,GasA,TA,Y,SBrkr,1200,0,0,3,1,TA,5,Typ,0,,,,0,,,Y,120,0,,,,0,2009,WD,Alloca,179000,2400,0,6.0,1.0,6.123233995736766e-17
739,60,RL,65.0,9313,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,864,GasA,Ex,Y,SBrkr,864,864,0,3,1,Gd,7,Typ,0,,Attchd,RFn,572,TA,TA,Y,187,0,,,,0,2009,WD,Normal,190000,2592,56,2.5,0.8660254037844387,-0.4999999999999998
740,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0,Unf,0,264,GasA,Ex,Y,SBrkr,768,664,0,2,1,TA,7,Typ,0,,Detchd,Unf,360,TA,Gd,Y,270,0,,GdPrv,,0,2007,WD,Abnorml,132000,1696,112,2.0,0.5,-0.8660254037844387
741,20,RL,65.0,6768,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832,Unf,0,80,GasA,Gd,Y,SBrkr,912,0,0,3,1,Gd,5,Typ,0,,Detchd,Unf,288,TA,TA,Y,168,0,,GdPrv,,0,2008,WD,Normal,142000,1824,0,2.5,0.5,-0.8660254037844387
742,20,RL,65.0,8450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1349,GasA,Ex,Y,SBrkr,1349,0,0,3,1,TA,6,Typ,0,,Attchd,Unf,539,TA,TA,Y,120,0,,GdPrv,,0,2007,WD,Normal,179000,2698,55,2.0,-2.4492935982947064e-16,1.0
743,80,RL,70.0,12886,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,444,Unf,0,76,GasA,Ex,Y,SBrkr,1464,0,0,3,1,TA,6,Min2,1,TA,Attchd,RFn,480,TA,TA,Y,302,0,,,,0,2009,WD,Normal,175000,1984,100,2.5,-0.8660254037844386,0.5000000000000001
744,120,RL,41.0,5395,Pave,,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,733,Unf,0,604,GasA,Gd,Y,SBrkr,1337,0,0,2,1,Gd,5,Typ,1,TA,Attchd,RFn,462,TA,TA,Y,96,0,,,,0,2008,WD,Normal,180000,2674,238,3.0,-0.8660254037844386,0.5000000000000001
745,60,RL,,8963,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,Ex,Gd,CBlock,TA,Gd,No,GLQ,575,ALQ,80,487,GasA,Ex,Y,SBrkr,1175,1540,0,4,1,Gd,11,Typ,2,TA,BuiltIn,Fin,831,TA,TA,Y,0,0,,,,0,2008,WD,Normal,299800,3857,204,4.0,-0.4999999999999997,-0.8660254037844388
746,60,RL,,8795,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,0,652,GasA,Ex,Y,SBrkr,980,1276,0,4,1,Gd,8,Typ,1,TA,BuiltIn,Fin,554,TA,TA,Y,224,0,,,,0,2009,WD,Normal,236000,3208,54,2.5,0.8660254037844387,-0.4999999999999998
747,70,RM,65.0,11700,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,,0.0,Gd,TA,Stone,TA,Fa,No,Unf,0,Unf,0,1240,GasW,TA,N,SBrkr,1320,1320,0,4,1,Gd,8,Typ,1,Gd,Detchd,Unf,864,TA,TA,N,181,0,,,,0,2009,WD,Normal,265979,3880,386,1.5,0.5,-0.8660254037844387
748,20,RL,59.0,10593,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,919,Unf,0,801,GasA,Ex,Y,SBrkr,1720,0,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,527,TA,TA,Y,240,0,,,,0,2010,WD,Normal,260400,3440,210,3.0,1.0,6.123233995736766e-17
749,50,RL,50.0,8405,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,TA,Slab,,,,,0,,0,0,Wall,TA,N,FuseF,1088,441,0,4,1,TA,9,Mod,0,,Detchd,Unf,240,TA,TA,N,92,0,,,,0,2009,WD,Normal,98000,1529,185,2.0,0.8660254037844387,-0.4999999999999998
750,50,RM,55.0,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,576,GasA,Gd,Y,SBrkr,792,348,0,3,1,TA,7,Min2,0,,,,0,,,N,0,0,,,,0,2010,WD,Normal,96500,1716,160,1.0,1.2246467991473532e-16,-1.0
751,60,RL,,7750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,660,GasA,Ex,Y,SBrkr,660,660,0,3,1,Gd,6,Typ,0,,Attchd,Fin,400,TA,TA,Y,0,0,,,,0,2007,WD,Normal,162000,1980,48,2.5,-0.8660254037844384,-0.5000000000000004
752,20,RL,79.0,9236,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200,Unf,0,279,GasA,Ex,Y,SBrkr,1494,0,0,3,1,Gd,6,Typ,0,,Attchd,RFn,576,TA,TA,Y,168,0,,,,0,2006,WD,Normal,217000,2973,27,3.0,-0.4999999999999997,-0.8660254037844388
753,60,RL,80.0,10240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1030,GasA,Gd,Y,SBrkr,1038,1060,0,3,1,Ex,8,Typ,1,Gd,Attchd,RFn,878,TA,TA,Y,192,0,,,,0,2006,WD,Normal,275500,3128,52,2.5,1.0,6.123233995736766e-17
754,20,RL,61.0,7930,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,439,LwQ,472,115,GasA,Gd,Y,SBrkr,1026,0,0,3,1,Gd,5,Typ,0,,Detchd,RFn,440,TA,TA,Y,171,0,,,,0,2009,WD,Normal,156000,2052,48,2.0,-0.4999999999999997,-0.8660254037844388
755,160,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,0,348,GasA,Gd,Y,SBrkr,742,729,0,3,1,TA,6,Typ,0,,Detchd,Unf,440,TA,TA,Y,0,0,,,,0,2009,WD,Normal,172500,2200,24,2.5,1.0,6.123233995736766e-17
756,60,RL,68.0,10769,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,846,GasA,Ex,Y,SBrkr,866,902,0,3,1,Gd,7,Typ,0,,Attchd,RFn,578,TA,TA,Y,144,0,,,,0,2009,WD,Normal,212000,2634,105,2.5,0.8660254037844387,-0.4999999999999998
757,60,RL,,11616,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,438,Unf,0,234,GasA,TA,Y,SBrkr,672,714,0,3,1,TA,6,Typ,1,TA,Attchd,Fin,440,TA,TA,Y,335,0,,GdPrv,,0,2010,WD,Abnorml,158900,2058,0,2.5,0.8660254037844387,-0.4999999999999998
758,160,FV,24.0,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,549,Unf,0,195,GasA,Gd,Y,SBrkr,757,744,0,3,1,TA,6,Typ,0,,Detchd,Unf,440,TA,TA,Y,0,0,,,,0,2008,WD,Normal,179400,2245,0,2.5,-0.8660254037844384,-0.5000000000000004
759,60,RL,65.0,12257,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,56,ALQ,64,1198,GasA,Ex,Y,SBrkr,1328,1203,0,4,1,Gd,9,Typ,1,TA,Attchd,RFn,752,TA,TA,Y,222,0,,,,0,2007,WD,Normal,290000,3849,98,2.5,-0.5000000000000004,0.8660254037844384
760,20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,612,Unf,0,252,GasA,Ex,Y,SBrkr,864,0,0,2,1,TA,5,Typ,0,,Detchd,Unf,300,Ex,Ex,Y,0,0,,,Shed,450,2009,WD,Normal,127500,1728,0,1.0,-0.8660254037844386,0.5000000000000001
761,30,RM,60.0,6911,Pave,,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405,Unf,0,740,GasA,TA,Y,SBrkr,1301,0,0,2,1,Fa,5,Min1,0,,Detchd,Unf,440,TA,TA,Y,0,0,,,,0,2009,WD,Normal,100000,2446,0,1.0,-0.8660254037844386,0.5000000000000001
762,60,FV,72.0,8640,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,0,732,GasA,Ex,Y,SBrkr,764,783,0,3,1,Gd,7,Typ,0,,Attchd,Unf,614,TA,TA,Y,169,0,,,,0,2010,Con,Normal,215200,2303,45,2.5,1.2246467991473532e-16,-1.0
763,60,RL,82.0,9430,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,0,89,GasA,Ex,Y,SBrkr,1268,1097,0,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,856,TA,TA,Y,0,0,,,,0,2009,WD,Normal,337000,3617,308,3.5,-0.4999999999999997,-0.8660254037844388
764,120,RL,30.0,9549,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,1057,0,GasA,Ex,Y,SBrkr,1494,0,0,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,481,TA,TA,Y,0,0,,,,0,2006,WD,Normal,270000,2988,246,2.5,0.8660254037844387,-0.4999999999999998
765,20,RL,75.0,14587,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1498,GasA,Ex,Y,SBrkr,1506,0,0,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,592,TA,TA,Y,0,0,,,,0,2008,New,Partial,264132,3004,174,2.0,-0.8660254037844384,-0.5000000000000004
766,60,RL,80.0,10421,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,394,Unf,0,586,GasA,TA,Y,SBrkr,980,734,0,3,1,TA,7,Typ,1,TA,Attchd,Unf,496,TA,TA,Y,228,0,,MnPrv,Shed,500,2010,WD,Normal,196500,2694,222,2.5,1.0,6.123233995736766e-17
767,50,RL,75.0,12508,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660,Unf,0,323,GasA,Ex,Y,SBrkr,983,767,0,4,1,TA,7,Mod,0,,Attchd,Unf,423,TA,TA,Y,245,0,,,Shed,1300,2008,WD,Normal,160000,2733,156,3.0,-0.4999999999999997,-0.8660254037844388
768,20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1836,GasA,Ex,Y,SBrkr,1836,0,0,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,484,TA,TA,Y,120,0,,,,0,2006,WD,Normal,216837,3696,33,2.0,-0.8660254037844386,0.5000000000000001
769,60,RL,47.0,53504,Pave,,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416,Unf,0,234,GasA,Ex,Y,SBrkr,1690,1589,0,4,1,Ex,12,Mod,1,Gd,BuiltIn,Fin,841,TA,TA,Y,503,0,,,,0,2010,WD,Normal,538000,4929,246,4.5,1.2246467991473532e-16,-1.0
770,85,RL,,7252,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,0,173,GasA,TA,Y,SBrkr,858,0,0,2,1,TA,5,Typ,0,,Detchd,Unf,576,TA,TA,Y,120,0,,,,0,2009,WD,Normal,134900,1716,0,2.0,0.8660254037844387,-0.4999999999999998
771,20,RL,67.0,8877,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836,Unf,0,0,GasA,TA,Y,FuseF,1220,0,0,2,1,TA,6,Typ,0,,Detchd,Unf,396,TA,TA,Y,0,0,,,,0,2006,COD,Normal,102000,2056,0,1.0,0.8660254037844387,-0.4999999999999998
772,80,RL,94.0,7819,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422,BLQ,127,480,GasA,TA,Y,SBrkr,1117,0,0,3,1,TA,6,Typ,1,TA,Detchd,Unf,672,TA,TA,Y,144,0,,MnPrv,,0,2010,WD,Abnorml,107000,2146,0,2.0,1.0,6.123233995736766e-17
773,20,RL,70.0,10150,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,,1.0,TA,TA,CBlock,TA,TA,No,Rec,456,Unf,0,456,GasA,Ex,Y,FuseA,912,0,0,2,1,TA,5,Typ,0,,Attchd,RFn,275,TA,TA,Y,0,0,,,,0,2007,COD,Normal,114500,1824,0,1.0,-0.4999999999999997,-0.8660254037844388
774,20,RL,110.0,14226,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1935,GasA,Gd,Y,SBrkr,1973,0,0,3,1,Gd,9,Typ,1,Gd,Attchd,Fin,895,TA,TA,Y,315,0,,,,0,2007,New,Partial,395000,3908,45,2.0,-0.4999999999999997,-0.8660254037844388
775,120,RM,32.0,4500,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,866,Unf,0,338,GasA,Ex,Y,SBrkr,1204,0,0,2,1,TA,5,Typ,0,,Attchd,Fin,412,TA,TA,Y,0,0,,,,0,2009,WD,Normal,162000,2408,247,3.0,1.2246467991473532e-16,-1.0
776,20,RL,86.0,11210,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1594,GasA,Ex,Y,SBrkr,1614,0,0,3,1,Gd,7,Typ,0,,Attchd,RFn,865,TA,TA,Y,144,0,,,,0,2006,New,Partial,221500,3228,59,2.0,-0.4999999999999997,-0.8660254037844388
777,20,RL,100.0,13350,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,762,Unf,0,102,GasA,TA,Y,SBrkr,894,0,0,3,1,TA,5,Typ,1,Fa,Attchd,Unf,440,TA,TA,Y,241,0,,MnPrv,,0,2006,WD,Normal,142500,1758,0,2.0,1.2246467991473532e-16,-1.0
778,90,RH,60.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,,,,,0,,0,0,GasA,TA,Y,SBrkr,2020,0,0,4,2,TA,10,Typ,2,TA,Detchd,Unf,630,TA,TA,Y,0,0,,,,0,2007,WD,Normal,144000,2020,0,2.0,-0.8660254037844386,0.5000000000000001
