Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,Remodeled,Age,Isnew
615,180,RM,21.0,1491,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,TwnhsE,SFoyer,4,6,Gable,CompShg,CemntBd,CmentBd,0.0,1,2,CBlock,2.0,2.0,2.0,1.0,150,5.0,480,0,630,GasA,4,1,SBrkr,0,0,630,1,0,1,0,1,1,1,3,1,0,,,0,,,2,96,24,0,0,0,0,0,5,WD,Normal,75500,0,38,0
616,85,RL,80.0,8800,Pave,3,Lvl,AllPub,Inside,2,2,Feedr,Norm,1Fam,SFoyer,6,7,Gable,CompShg,MetalSd,MetalSd,156.0,1,3,PConc,1.0,2.0,3.0,5.0,763,1.0,0,173,936,GasA,4,1,SBrkr,0,0,1054,1,0,1,0,3,1,2,6,1,0,Attchd,1.0,480,2.0,2.0,2,120,0,0,0,0,0,0,5,WD,Abnorml,137500,0,47,0
617,60,RL,,7861,Pave,2,Lvl,AllPub,Inside,2,3,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,2,2,PConc,2.0,2.0,0.0,5.0,457,1.0,0,326,783,GasA,4,1,SBrkr,702,0,1509,1,0,2,1,3,1,2,7,1,1,Attchd,2.0,393,2.0,2.0,2,100,75,0,0,0,0,0,6,WD,Normal,183200,1,3,0
618,45,RL,59.0,7227,Pave,3,HLS,AllPub,Corner,1,2,Artery,Norm,1Fam,1.5Unf,6,6,Gable,CompShg,MetalSd,MetalSd,0.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,832,832,GasA,3,1,SBrkr,0,0,832,0,0,1,0,2,1,2,4,1,0,Detchd,0.0,528,2.0,2.0,2,0,0,0,0,0,0,0,6,WD,Normal,105500,0,54,0
619,20,RL,90.0,11694,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,CemntBd,CmentBd,452.0,3,2,PConc,3.0,2.0,2.0,5.0,48,1.0,0,1774,1822,GasA,4,1,SBrkr,0,0,1828,0,0,2,0,3,1,2,9,1,1,Attchd,0.0,774,2.0,2.0,2,0,108,0,0,260,0,0,7,New,Partial,314813,0,0,1
620,60,RL,85.0,12244,Pave,3,Lvl,AllPub,Inside,2,3,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,226.0,2,2,PConc,2.0,2.0,3.0,5.0,871,1.0,0,611,1482,GasA,4,1,SBrkr,780,0,2262,1,0,2,1,4,1,2,10,1,2,Attchd,2.0,749,2.0,2.0,2,168,0,0,0,0,0,0,8,WD,Normal,305000,0,5,0
621,30,RL,45.0,8248,Pave,3,Lvl,AllPub,Inside,2,3,Norm,Norm,1Fam,1Story,3,3,Gable,CompShg,Stucco,Stucco,0.0,1,2,BrkTil,1.0,2.0,0.0,3.0,41,1.0,0,823,864,GasA,2,0,FuseF,0,0,864,1,0,1,0,2,1,1,5,1,0,,,0,,,0,0,0,100,0,0,0,0,9,WD,Normal,67000,1,58,0
622,60,RL,90.0,10800,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,HdBoard,HdBoard,0.0,1,2,CBlock,1.0,2.0,0.0,4.0,956,2.0,182,384,1522,GasA,2,1,SBrkr,1066,0,2614,0,0,2,1,4,1,1,9,1,1,Attchd,1.0,624,2.0,2.0,2,38,243,0,0,0,0,0,6,WD,Normal,240000,1,11,0
623,20,RL,71.0,7064,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Plywood,Plywood,153.0,1,2,CBlock,1.0,2.0,0.0,3.0,560,1.0,0,420,980,GasA,2,1,SBrkr,0,0,980,0,0,1,0,3,1,1,6,1,0,Detchd,0.0,484,2.0,2.0,2,192,0,0,0,0,0,0,7,WD,Normal,135000,0,32,0
624,160,FV,,2117,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,513.0,2,2,PConc,2.0,2.0,0.0,5.0,420,1.0,0,336,756,GasA,4,1,SBrkr,756,0,1512,0,0,2,1,2,1,2,4,1,1,Detchd,0.0,440,2.0,2.0,2,0,32,0,0,0,0,0,6,WD,Normal,168500,0,7,0
625,60,RL,80.0,10400,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,288.0,1,2,CBlock,1.0,2.0,0.0,2.0,247,1.0,0,485,732,GasA,3,1,SBrkr,778,0,1790,1,0,1,2,4,1,1,8,5,1,Attchd,1.0,484,2.0,2.0,2,148,0,0,0,147,0,0,11,WD,Normal,165150,0,34,0
626,20,RL,87.0,10000,Pave,2,Lvl,AllPub,Corner,2,2,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,261.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,1116,1116,GasA,2,1,SBrkr,0,0,1116,0,0,1,1,3,1,1,5,1,0,Attchd,0.0,440,2.0,2.0,2,0,0,0,0,385,0,0,2,WD,Normal,160000,0,48,0
627,20,RL,,12342,Pave,2,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,978,978,GasA,2,1,SBrkr,0,0,1422,0,0,1,0,3,1,1,6,6,1,Attchd,1.0,286,2.0,2.0,2,0,0,36,0,0,0,600,8,WD,Normal,139900,1,29,0
628,80,RL,80.0,9600,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,AsbShng,AsbShng,164.0,1,2,CBlock,1.0,2.0,2.0,3.0,674,0.0,132,350,1156,GasA,4,1,SBrkr,0,0,1520,1,0,1,0,3,1,1,7,1,2,Basment,1.0,364,2.0,2.0,2,0,0,189,0,0,0,0,3,WD,Normal,153000,1,38,0
629,60,RL,70.0,11606,Pave,2,HLS,AllPub,Inside,0,2,Norm,Norm,1Fam,2Story,5,5,Gable,CompShg,Plywood,Plywood,192.0,1,2,PConc,2.0,2.0,2.0,2.0,650,1.0,0,390,1040,GasA,2,1,SBrkr,1040,0,2080,0,1,1,2,5,1,0,9,1,2,Attchd,0.0,504,2.0,2.0,2,335,0,0,0,0,0,0,9,WD,Family,135000,0,38,0
630,80,RL,82.0,9020,Pave,3,Lvl,AllPub,Corner,2,2,Feedr,Norm,1Fam,SLvl,6,5,Gable,WdShngl,Plywood,Wd Sdng,259.0,1,2,CBlock,1.0,2.0,3.0,5.0,624,2.0,336,288,1248,GasA,2,1,SBrkr,0,0,1350,1,0,1,1,3,1,1,6,1,0,Attchd,1.0,520,2.0,2.0,2,176,0,0,0,0,0,0,6,WD,Normal,168500,0,44,0
631,70,RM,50.0,9000,Pave,3,Lvl,AllPub,Corner,2,1,Artery,Norm,1Fam,2Story,5,6,Gable,CompShg,VinylSd,VinylSd,0.0,1,2,BrkTil,0.0,1.0,0.0,0.0,0,1.0,0,636,636,GasA,2,1,FuseA,661,0,1750,0,0,1,0,3,1,3,8,1,0,Detchd,0.0,240,1.0,0.0,0,0,0,293,0,0,0,0,6,WD,Abnorml,124000,1,15,0
632,120,RL,34.0,4590,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,Twnhs,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,108.0,2,2,PConc,2.0,3.0,1.0,5.0,24,1.0,0,1530,1554,GasA,4,1,SBrkr,0,0,1554,0,0,2,0,2,1,2,6,1,1,Attchd,1.0,627,2.0,2.0,2,156,73,0,0,0,0,0,8,WD,Normal,209500,0,1,0
633,20,RL,85.0,11900,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,Plywood,Plywood,209.0,1,3,CBlock,1.0,2.0,0.0,4.0,822,1.0,0,564,1386,GasA,2,1,SBrkr,0,0,1411,0,0,2,0,3,1,1,6,1,1,Attchd,2.0,544,2.0,2.0,2,192,0,0,0,0,0,0,4,WD,Family,82500,0,32,0
634,20,RL,80.0,9250,Pave,3,Lvl,AllPub,Corner,2,2,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,1,2,CBlock,1.0,2.0,0.0,3.0,480,0.0,468,108,1056,GasA,2,1,SBrkr,0,0,1056,0,1,1,0,3,1,1,6,1,0,Attchd,0.0,260,2.0,2.0,2,390,0,0,0,0,0,0,7,WD,Normal,139400,1,2,0
635,90,RL,64.0,6979,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,Duplex,SFoyer,6,5,Gable,CompShg,Plywood,Plywood,0.0,1,2,CBlock,1.0,2.0,0.0,5.0,1056,1.0,0,0,1056,GasA,3,1,SBrkr,0,0,1056,2,0,0,0,0,2,1,4,1,0,Detchd,0.0,576,2.0,2.0,2,264,56,0,0,0,0,600,6,WD,Normal,144000,0,30,0
636,190,RH,60.0,10896,Pave,3,Bnk,AllPub,Inside,2,3,Feedr,Norm,2fmCon,2.5Fin,6,7,Hip,CompShg,VinylSd,VinylSd,0.0,0,2,CBlock,1.0,1.0,0.0,1.0,256,1.0,0,1184,1440,GasA,4,1,FuseA,1440,515,3395,0,0,2,0,8,2,0,14,1,0,,,0,,,0,0,110,0,0,0,0,0,3,WD,Abnorml,200000,1,12,0
637,30,RM,51.0,6120,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,1Story,2,3,Gable,CompShg,AsbShng,AsbShng,0.0,0,1,BrkTil,1.0,1.0,0.0,0.0,0,1.0,0,264,264,Grav,1,0,FuseA,0,0,800,0,0,1,0,1,1,0,4,3,1,,,0,,,0,0,0,0,0,0,0,0,1,ConLw,Normal,60000,1,59,0
638,190,RM,50.0,6000,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,2fmCon,1.5Fin,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,811,811,GasA,2,1,FuseA,576,0,1387,0,0,2,0,3,2,2,7,1,0,BuiltIn,0.0,256,2.0,2.0,2,0,0,0,0,0,0,0,11,WD,Normal,93000,0,55,0
639,30,RL,67.0,8777,Pave,3,Lvl,AllPub,Inside,2,3,Feedr,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,Wd Sdng,0.0,1,2,CBlock,0.0,2.0,0.0,0.0,0,1.0,0,796,796,GasA,3,1,FuseA,0,0,796,0,0,1,0,2,1,1,4,1,0,,,0,,,1,328,0,164,0,0,0,0,5,WD,Normal,85000,1,58,0
640,120,RL,53.0,3982,Pave,3,Lvl,AllPub,Inside,2,3,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,0.0,2,2,PConc,2.0,3.0,2.0,5.0,1154,1.0,0,366,1520,GasA,4,1,SBrkr,0,0,1567,1,0,2,0,1,1,3,7,1,1,Attchd,2.0,648,2.0,2.0,2,312,0,0,0,0,0,0,10,New,Partial,264561,0,0,1
641,120,RL,62.0,12677,Pave,2,Lvl,AllPub,Inside,2,2,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,MetalSd,MetalSd,472.0,3,2,PConc,3.0,2.0,3.0,5.0,1218,1.0,0,300,1518,GasA,4,1,SBrkr,0,0,1518,0,0,1,1,1,1,3,6,1,1,Attchd,1.0,588,2.0,2.0,2,185,140,0,0,0,0,0,4,WD,Normal,274000,1,4,0
642,60,FV,,7050,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,2,2,PConc,2.0,2.0,0.0,5.0,738,1.0,0,319,1057,GasA,4,1,SBrkr,872,0,1929,1,0,2,1,3,1,2,7,1,1,Attchd,2.0,650,2.0,2.0,2,0,235,0,0,0,0,0,5,WD,Normal,226000,0,6,0
643,80,RL,75.0,13860,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,SLvl,8,7,Gable,CompShg,Plywood,Wd Sdng,0.0,2,2,CBlock,2.0,2.0,3.0,5.0,1410,1.0,0,542,1952,GasA,3,1,SBrkr,704,0,2704,1,0,2,1,4,1,3,9,1,3,Attchd,2.0,538,2.0,2.0,2,269,111,0,0,0,0,0,7,WD,Normal,345000,1,14,0
644,60,RL,80.0,10793,Pave,3,Lvl,AllPub,Inside,2,1,RRAn,Norm,1Fam,2Story,5,5,Mansard,CompShg,WdShing,HdBoard,263.0,1,2,CBlock,1.0,2.0,0.0,2.0,493,3.0,287,0,780,GasA,4,1,SBrkr,840,0,1620,0,0,2,1,4,1,1,7,6,0,Attchd,2.0,462,2.0,2.0,2,208,0,0,0,0,0,0,4,WD,Normal,152000,0,38,0
645,20,FV,85.0,9187,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,CemntBd,CmentBd,162.0,3,2,PConc,3.0,2.0,1.0,5.0,1121,1.0,0,645,1766,GasA,4,1,SBrkr,0,0,1766,1,0,2,1,2,1,3,7,1,1,Attchd,2.0,478,2.0,2.0,2,195,130,0,0,0,0,0,10,New,Partial,370878,0,0,1
646,20,RL,,10530,Pave,2,Lvl,AllPub,Corner,2,2,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Plywood,Plywood,0.0,1,2,CBlock,1.0,2.0,0.0,4.0,282,0.0,35,664,981,GasA,2,1,SBrkr,0,0,981,1,0,1,1,3,1,1,5,1,0,Detchd,0.0,576,2.0,2.0,2,0,312,40,0,0,0,0,3,WD,Normal,143250,0,36,0
647,20,RL,60.0,7200,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,0.0,1,2,CBlock,,,,,0,,0,0,0,GasA,3,1,SBrkr,0,0,1048,0,0,1,0,3,1,1,7,6,0,Detchd,0.0,420,2.0,2.0,2,0,27,0,0,0,0,0,7,WD,Normal,98300,0,58,0
648,20,RL,85.0,10452,Pave,2,Lvl,AllPub,Inside,2,3,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,216.0,1,2,CBlock,1.0,2.0,1.0,2.0,500,1.0,0,594,1094,GasA,4,1,SBrkr,0,0,1094,0,0,1,0,3,1,1,5,1,2,Attchd,1.0,495,2.0,2.0,2,0,0,0,0,287,0,0,6,WD,Normal,155000,0,55,0
649,60,RL,70.0,7700,Pave,3,Lvl,AllPub,Inside,2,2,PosN,Norm,1Fam,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,351.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,756,756,GasA,2,1,SBrkr,788,0,1839,0,0,1,1,4,1,1,7,1,1,Attchd,0.0,442,2.0,2.0,2,0,124,216,0,0,0,0,6,WD,Normal,155000,0,44,0
650,180,RM,21.0,1936,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,Twnhs,SFoyer,4,6,Gable,CompShg,CemntBd,CmentBd,0.0,1,2,CBlock,2.0,2.0,2.0,3.0,131,5.0,499,0,630,GasA,3,1,SBrkr,0,0,630,1,0,1,0,1,1,1,3,1,0,,,0,,,2,0,0,0,0,0,0,0,12,WD,Normal,84500,0,37,0
651,60,FV,65.0,8125,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,CemntBd,CmentBd,,2,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,813,813,GasA,4,1,SBrkr,843,0,1665,0,0,2,1,3,1,2,7,1,0,Attchd,1.0,562,2.0,2.0,2,0,0,0,0,0,0,0,5,WD,Normal,205950,0,1,0
652,70,RL,60.0,9084,Pave,3,Lvl,AllPub,Inside,2,3,Artery,Norm,1Fam,2Story,4,5,Gable,CompShg,MetalSd,MetalSd,0.0,1,2,CBlock,1.0,2.0,1.0,0.0,0,1.0,0,755,755,GasA,2,1,SBrkr,755,0,1510,1,0,1,0,4,1,1,7,1,1,Detchd,0.0,296,1.0,0.0,1,120,0,0,0,0,0,0,10,WD,Normal,108000,1,59,0
653,60,RL,70.0,8750,Pave,3,Lvl,AllPub,Inside,2,0,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,2,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,880,880,GasA,4,1,SBrkr,807,0,1716,0,0,2,1,2,1,2,7,1,1,Attchd,1.0,512,2.0,2.0,2,0,120,0,0,0,0,0,7,WD,Normal,191000,0,13,0
654,50,RM,60.0,10320,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,MetalSd,MetalSd,0.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,756,756,GasA,4,1,SBrkr,713,0,1469,0,0,1,0,3,1,1,7,1,0,Detchd,0.0,216,2.0,2.0,2,57,0,239,0,0,0,0,6,WD,Normal,135000,1,13,0
655,20,RL,91.0,10437,Pave,2,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,1Story,8,6,Hip,CompShg,MetalSd,MetalSd,660.0,2,3,PConc,2.0,2.0,3.0,5.0,1696,1.0,0,413,2109,GasA,4,1,SBrkr,0,0,2113,1,0,2,1,2,1,2,7,1,1,Attchd,2.0,839,2.0,2.0,2,236,46,0,0,0,0,0,8,WD,Normal,350000,0,13,0
656,160,RM,21.0,1680,Pave,3,Lvl,AllPub,Inside,2,3,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,ImStucc,381.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,525,525,GasA,2,1,SBrkr,567,0,1092,0,0,1,1,3,1,1,6,1,0,Detchd,0.0,264,2.0,2.0,2,0,0,0,0,0,0,0,3,WD,Family,88000,0,39,0
657,20,RL,72.0,10007,Pave,2,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,54.0,2,2,CBlock,1.0,2.0,0.0,4.0,806,1.0,0,247,1053,GasA,4,1,SBrkr,0,0,1053,1,0,1,1,3,1,2,5,1,0,Attchd,1.0,312,2.0,2.0,2,0,0,0,0,0,0,0,8,WD,Normal,145500,1,2,0
658,70,RL,60.0,7200,Pave,3,HLS,AllPub,Inside,1,0,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,Stucco,Wd Shng,0.0,1,1,BrkTil,2.0,2.0,0.0,0.0,0,1.0,0,776,776,GasA,2,1,SBrkr,651,0,1502,0,0,1,1,3,1,1,6,1,1,Attchd,1.0,270,2.0,2.0,1,0,0,112,0,0,0,0,2,WD,Normal,149000,1,8,0
659,50,RL,78.0,17503,Pave,3,Lvl,AllPub,Inside,2,2,Artery,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,912,912,GasA,2,1,SBrkr,546,0,1458,0,1,1,0,3,1,1,6,1,1,Attchd,0.0,330,2.0,2.0,2,192,0,0,0,0,0,0,1,WD,Abnorml,97500,1,60,0
660,20,RL,75.0,9937,Pave,3,Lvl,AllPub,Corner,2,3,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,MetalSd,MetalSd,0.0,1,3,PConc,1.0,2.0,0.0,3.0,637,1.0,0,849,1486,GasA,4,1,SBrkr,0,0,1486,1,0,1,0,3,1,1,7,1,0,Detchd,2.0,480,2.0,2.0,2,0,0,0,0,0,0,0,3,WD,Normal,167000,1,10,0
661,60,RL,,12384,Pave,3,Lvl,AllPub,CulDSac,2,1,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,Plywood,Plywood,233.0,1,2,CBlock,2.0,2.0,0.0,0.0,0,1.0,0,793,793,GasA,2,1,SBrkr,793,0,1935,0,0,2,1,3,1,1,7,1,1,Attchd,1.0,550,2.0,2.0,2,0,113,252,0,0,0,0,11,WD,Normal,197900,0,31,0
662,60,RL,52.0,46589,Pave,1,Lvl,AllPub,CulDSac,2,1,Norm,Norm,1Fam,2Story,8,7,Hip,CompShg,VinylSd,VinylSd,528.0,2,2,PConc,2.0,3.0,0.0,5.0,1361,2.0,180,88,1629,GasA,4,1,SBrkr,762,0,2448,1,0,2,1,4,1,2,8,1,1,Attchd,1.0,711,2.0,2.0,2,517,76,0,0,0,0,0,7,WD,Normal,402000,1,4,0
663,20,RL,120.0,13560,Pave,3,Lvl,AllPub,Corner,2,2,Norm,Norm,1Fam,1Story,6,3,Hip,CompShg,Wd Sdng,Wd Sdng,216.0,1,2,CBlock,0.0,1.0,0.0,0.0,0,1.0,0,1392,1392,GasA,3,1,SBrkr,0,0,1392,1,0,1,0,2,1,1,5,2,2,Attchd,1.0,576,2.0,2.0,2,0,0,240,0,0,0,0,7,WD,Normal,110000,0,41,0
664,85,RL,90.0,10012,Pave,3,Lvl,AllPub,Inside,2,3,Norm,Norm,1Fam,SFoyer,4,5,Gable,CompShg,Plywood,Plywood,0.0,1,2,CBlock,2.0,2.0,2.0,3.0,920,2.0,180,38,1138,GasA,2,1,SBrkr,0,0,1181,1,0,2,0,3,1,1,6,1,0,Detchd,1.0,588,2.0,2.0,2,0,0,180,0,0,0,0,4,WD,Normal,137500,0,36,0
665,20,RL,49.0,20896,Pave,1,Lvl,AllPub,CulDSac,2,1,RRAn,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,0.0,2,2,PConc,3.0,2.0,1.0,5.0,1721,1.0,0,356,2077,GasA,4,1,SBrkr,0,0,2097,1,0,1,1,1,1,3,8,1,1,Attchd,2.0,1134,2.0,2.0,2,192,267,0,0,0,0,0,1,New,Partial,423000,1,0,0
666,60,RL,106.0,11194,Pave,2,Lvl,AllPub,Corner,2,3,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,40.0,2,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,1406,1406,GasA,4,1,SBrkr,482,0,1936,0,0,2,1,3,1,2,7,1,1,Attchd,1.0,504,2.0,2.0,2,188,124,0,0,0,0,0,11,WD,Normal,230500,0,6,0
667,60,RL,,18450,Pave,2,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,2Story,6,5,Flat,Tar&Grv,Plywood,Plywood,113.0,1,3,CBlock,2.0,2.0,0.0,1.0,187,2.0,723,111,1021,GasA,2,1,SBrkr,915,0,2380,0,0,2,1,3,1,1,7,0,1,CarPort,0.0,596,2.0,2.0,2,0,265,0,0,0,0,0,8,WD,Abnorml,129000,1,28,0
668,20,RL,65.0,8125,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,258.0,1,2,PConc,2.0,2.0,0.0,5.0,1138,1.0,0,270,1408,GasA,4,1,SBrkr,0,0,1679,1,0,2,0,3,1,2,7,1,1,Attchd,1.0,575,2.0,2.0,2,224,42,0,0,0,0,0,10,WD,Normal,193500,1,10,0
669,20,RL,,14175,Pave,3,Bnk,AllPub,Corner,1,2,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,CemntBd,Wd Sdng,0.0,1,2,CBlock,1.0,2.0,0.0,2.0,988,1.0,0,200,1188,GasA,3,1,SBrkr,0,0,1437,1,0,1,1,3,1,1,6,5,1,Detchd,0.0,576,2.0,2.0,2,304,0,0,0,0,0,0,11,WD,Normal,168000,1,19,0
670,30,RL,80.0,11600,Pave,3,Lvl,AllPub,Inside,2,0,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,MetalSd,MetalSd,0.0,1,2,BrkTil,0.0,2.0,0.0,0.0,0,1.0,0,700,700,GasA,4,1,SBrkr,0,0,1180,0,0,1,0,2,1,0,5,1,1,Detchd,0.0,252,2.0,1.0,2,0,0,67,0,0,0,0,7,WD,Normal,137500,1,56,0
671,60,RL,64.0,8633,Pave,3,Lvl,AllPub,FR2,2,0,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,2,2,PConc,2.0,2.0,0.0,5.0,193,1.0,0,545,738,GasA,4,1,SBrkr,738,0,1476,1,0,2,1,3,1,2,7,1,0,Attchd,2.0,540,2.0,2.0,2,100,35,0,0,0,0,0,2,WD,Normal,173500,0,4,0
672,70,RH,54.0,6629,Pave,3,Lvl,AllPub,Inside,2,3,Artery,Norm,1Fam,2Story,6,6,Gambrel,CompShg,Wd Sdng,Wd Sdng,0.0,1,3,BrkTil,1.0,2.0,0.0,3.0,551,1.0,0,121,672,GasA,2,0,SBrkr,672,0,1369,1,0,2,0,3,1,1,6,1,0,Detchd,0.0,300,2.0,2.0,2,147,0,0,0,0,0,0,7,WD,Normal,103600,1,59,0
673,20,RL,,11250,Pave,2,Lvl,AllPub,Inside,2,0,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,Plywood,Plywood,0.0,2,2,CBlock,2.0,2.0,0.0,4.0,767,1.0,0,441,1208,GasA,2,1,SBrkr,0,0,1208,1,0,1,1,3,1,1,6,1,1,Attchd,1.0,546,2.0,2.0,2,198,42,0,0,0,0,0,6,WD,Normal,165000,0,29,0
674,20,RL,110.0,14442,Pave,3,Lvl,AllPub,Inside,2,0,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,CemntBd,CmentBd,106.0,1,2,PConc,1.0,2.0,0.0,5.0,1186,1.0,0,291,1477,GasA,4,1,SBrkr,0,0,1839,1,0,2,0,3,1,2,7,1,2,Attchd,2.0,416,2.0,2.0,2,0,87,0,0,200,0,0,6,WD,Normal,257500,1,3,0
675,20,RL,80.0,9200,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,HdBoard,HdBoard,0.0,1,2,CBlock,1.0,2.0,0.0,2.0,892,1.0,0,244,1136,GasA,2,1,SBrkr,0,0,1136,1,0,1,0,3,1,1,5,1,1,Attchd,1.0,384,2.0,2.0,2,426,0,0,0,0,0,0,7,WD,Normal,140000,0,43,0
676,160,RL,24.0,2289,Pave,3,Lvl,AllPub,Inside,2,3,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,Plywood,Brk Cmn,0.0,1,2,CBlock,1.0,2.0,0.0,4.0,311,1.0,0,544,855,GasA,2,1,SBrkr,586,0,1441,0,0,2,1,3,1,1,7,1,1,Attchd,0.0,440,2.0,2.0,2,28,0,0,0,0,0,0,4,WD,Normal,148500,0,31,0
