Id,LotArea,MasVnrArea,BsmtFinSF1,TotalBsmtSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,SalePrice
1082,7500,0.0,824,1040,0,1040,308,0,133000
1083,8749,100.0,0,1459,0,1459,527,192,192000
1084,8800,425.0,553,1251,0,1251,461,0,160000
1085,13031,0.0,592,691,807,1498,409,315,187500
1086,9069,0.0,747,936,0,996,564,120,147000
1087,1974,0.0,334,546,546,1092,286,120,83500
1088,10574,0.0,0,1082,871,1953,1043,160,252000
1089,2522,50.0,0,970,739,1709,380,0,137500
1090,3316,0.0,1039,1247,0,1247,550,0,197000
1091,8544,0.0,0,0,0,1040,400,0,92900
1092,2160,212.0,510,600,628,1252,462,0,160000
1093,8400,0.0,423,1181,304,1694,576,342,136500
1094,9230,166.0,661,864,0,1200,884,0,146000
1095,5868,0.0,248,936,0,936,308,0,129000
1096,9317,0.0,24,1314,0,1314,440,0,176432
1097,6882,0.0,0,684,582,1355,0,136,127000
1098,3696,0.0,0,1074,0,1088,461,0,170000
1099,6000,0.0,672,672,567,1324,240,0,128000
1100,11880,206.0,704,1271,0,1601,478,0,157000
1101,8400,0.0,290,290,0,438,246,0,60000
1102,9758,0.0,412,950,0,950,280,0,119500
1103,7000,45.0,588,1010,0,1134,254,0,135000
1104,8910,0.0,655,655,0,1194,539,0,159500
1105,2016,304.0,0,630,672,1302,440,0,106000
1106,12256,362.0,1032,1463,1122,2622,712,186,325000
1107,10357,0.0,738,910,0,1442,719,0,179900
1108,23257,0.0,0,868,1134,2021,422,0,274725
1109,8063,0.0,0,924,742,1690,463,100,181000
1110,11362,42.0,1039,1836,0,1836,862,125,280000
1111,8000,0.0,219,773,885,1658,431,224,188000
1112,10480,660.0,403,803,866,1964,483,0,205000
1113,7100,0.0,708,816,0,816,308,0,129900
1114,8923,0.0,643,1008,0,1008,240,0,134500
1115,5400,0.0,415,833,0,833,326,0,117000
1116,12085,328.0,1004,1734,0,1734,928,0,318000
1117,7750,0.0,353,408,640,1419,527,120,184100
1118,9764,0.0,702,894,0,894,450,0,130000
1119,13825,0.0,0,533,580,1601,300,280,140000
1120,7560,0.0,369,1040,0,1040,286,140,133700
1121,8263,0.0,0,1012,0,1012,308,0,118400
1122,10084,196.0,24,1552,0,1552,782,144,212900
1123,8926,0.0,0,672,0,960,288,64,112000
1124,9405,0.0,0,698,0,698,0,0,118000
1125,9125,170.0,0,384,670,1482,392,100,163900
1126,10434,0.0,0,1005,0,1005,672,0,115000
1127,3684,130.0,0,1373,0,1555,660,143,174000
1128,14572,0.0,1300,1530,0,1530,630,144,259000
1129,11796,0.0,0,847,1112,1959,434,100,215000
1130,7200,180.0,936,936,0,936,672,49,140000
1131,7804,0.0,622,1122,653,1981,576,431,135000
1132,10712,0.0,212,974,0,974,0,0,93500
1133,9900,0.0,0,1008,1032,2210,205,0,117500
1134,9828,0.0,584,1128,878,2020,466,0,239500
1135,8773,0.0,0,916,684,1600,460,100,169000
1136,6180,0.0,0,960,0,986,180,0,102000
1137,9600,0.0,280,1032,220,1252,288,0,119000
1138,6342,0.0,0,780,240,1020,0,0,94000
1139,9819,0.0,1567,1567,0,1567,714,264,196000
1140,8731,0.0,645,915,0,1167,495,0,144000
1141,7350,0.0,852,952,0,952,840,0,139000
1142,10304,44.0,381,780,780,1868,484,448,197500
1143,9965,340.0,1150,1466,1362,2828,1052,125,424870
1144,9000,0.0,288,1006,0,1006,0,0,80000
1145,12180,0.0,348,672,252,924,280,0,80000
1146,6240,0.0,0,1042,534,1576,225,0,149000
1147,11200,85.0,1258,1298,0,1298,403,165,180000
1148,12000,0.0,275,704,704,1564,234,0,174500
1149,5700,0.0,0,572,539,1111,288,0,116900
1150,9000,0.0,624,650,650,1482,324,0,143000
1151,8280,0.0,0,932,0,932,306,0,124000
1152,17755,132.0,176,1466,0,1466,528,0,149900
1153,14115,0.0,296,1073,0,1811,470,0,230000
1154,5890,0.0,538,816,0,816,432,0,120500
1155,13700,288.0,454,864,918,1820,492,60,201800
1156,10768,0.0,1157,1437,0,1437,528,0,218000
1157,9350,0.0,633,1219,0,1265,502,0,179900
1158,5001,166.0,904,1314,0,1314,626,172,230000
1159,11932,186.0,0,1580,0,1580,830,0,235128
1160,9120,270.0,442,901,933,1876,540,0,185000
1161,2280,0.0,311,855,601,1456,440,26,146000
1162,14778,72.0,728,1296,0,1640,924,108,224000
1163,8724,0.0,492,894,0,894,450,0,129000
1164,12900,0.0,1198,1198,0,1258,400,120,108959
1165,16157,0.0,680,1360,0,1432,588,168,194000
1166,9541,268.0,0,1502,0,1502,644,0,233170
1167,10475,72.0,0,1694,0,1694,776,160,245350
1168,10852,0.0,786,959,712,1671,472,0,173000
1169,13728,0.0,626,1127,872,2108,540,0,235000
1170,35760,1378.0,1387,1930,1796,3627,807,361,625000
1171,9880,0.0,522,1096,0,1118,358,203,171000
1172,9120,0.0,662,1261,0,1261,433,0,163000
1173,4017,0.0,0,625,625,1250,625,0,171900
1174,18030,0.0,152,1598,971,3086,0,122,200500
1175,16560,0.0,503,952,1175,2345,360,0,239000
1176,10678,337.0,700,1683,743,2872,541,0,285000
1177,6951,0.0,658,876,0,923,264,362,119500
1178,3950,0.0,468,818,406,1224,210,0,115000
1179,7681,0.0,0,731,523,1343,186,192,154900
1180,8335,0.0,0,0,0,1124,0,0,93000
1181,11170,0.0,1216,1216,1216,2514,693,0,250000
1182,5587,186.0,1480,1600,0,1652,482,162,392500
1183,15623,0.0,2096,2396,2065,4476,813,171,745000
1184,10800,0.0,821,1120,0,1130,720,229,120000
1185,35133,226.0,1159,1572,0,1572,995,0,186700
1186,9738,0.0,392,784,272,1221,392,0,104900
1187,10615,0.0,440,978,685,1699,420,0,95000
1188,12461,0.0,1456,1624,0,1624,757,0,262000
1189,8935,95.0,0,831,829,1660,493,144,195000
1190,7500,0.0,0,994,776,1804,442,140,189000
1191,32463,149.0,1159,1249,0,1622,1356,439,168000
1192,2645,456.0,0,776,677,1441,492,206,174000
1193,9600,0.0,0,702,630,1472,250,0,125000
1194,4500,425.0,883,1224,0,1224,402,0,165000
1195,9364,143.0,371,663,689,1352,299,379,158000
1196,8029,0.0,0,728,728,1456,400,100,176000
1197,14054,0.0,0,879,984,1863,660,100,219210
1198,8850,0.0,0,815,875,1690,225,0,144000
1199,9100,0.0,0,1212,0,1212,573,356,178000
1200,11235,51.0,547,1051,0,1382,459,0,148000
1201,9353,0.0,0,864,0,864,280,0,116050
1202,10400,0.0,0,866,913,1779,546,198,197900
1203,6000,0.0,0,884,464,1348,216,0,117000
1204,9750,171.0,0,1630,0,1630,451,74,213000
1205,10140,0.0,788,1056,0,1074,495,0,153500
1206,14684,234.0,485,2158,0,2196,701,84,271900
1207,8900,0.0,1056,1056,0,1056,384,0,107000
1208,9135,120.0,340,1682,0,1700,544,192,200000
1209,7763,0.0,504,931,0,1283,506,0,140000
1210,10182,420.0,1220,1660,0,1660,500,322,290000
1211,11218,0.0,0,1055,790,1845,462,635,189000
1212,12134,0.0,427,559,672,1752,492,325,164000
1213,9340,0.0,344,672,0,672,234,0,113000
1214,10246,0.0,648,648,0,960,364,88,145000
1215,10205,0.0,784,925,0,999,300,150,134500
1216,7094,0.0,180,894,0,894,384,0,125000
1217,8930,0.0,0,0,584,1902,539,0,112000
1218,8640,72.0,936,1300,0,1314,552,135,229456
1219,6240,0.0,0,0,240,912,0,0,80500
1220,1680,236.0,0,672,546,1218,0,201,91500
1221,7800,0.0,312,912,0,912,288,0,115000
1222,8250,0.0,250,952,0,1211,322,0,134000
1223,10496,320.0,196,1040,678,1846,315,0,143000
1224,10680,44.0,756,2136,0,2136,528,0,137900
1225,15384,0.0,724,788,702,1490,388,100,184000
1226,10482,63.0,507,588,0,1138,264,224,145000
1227,14598,74.0,0,894,1039,1933,668,100,214000
1228,8872,300.0,595,912,0,912,576,0,147000
1229,8769,766.0,1540,1702,0,1702,1052,0,367294
1230,7910,0.0,666,1075,0,1507,404,0,127000
1231,18890,1.0,498,1361,1259,2620,600,155,190000
1232,7728,120.0,803,1106,0,1190,540,0,132500
1233,9842,0.0,0,0,0,1224,462,0,101800
1234,12160,180.0,1000,1188,0,1188,531,0,142000
1235,8525,0.0,0,940,940,1964,0,0,130000
1236,13132,0.0,0,747,892,1784,180,203,138887
1237,2628,106.0,0,764,862,1626,474,0,175500
1238,12393,0.0,0,847,1101,1948,434,100,195000
1239,13072,0.0,0,1141,0,1141,484,0,142500
1240,9037,32.0,428,1476,0,1484,472,120,265900
1241,8158,252.0,550,884,884,1768,543,0,224900
1242,9849,0.0,0,1689,0,1689,954,0,248328
1243,10625,81.0,885,1053,0,1173,528,0,170000
1244,13891,103.68526170798899,1386,2076,0,2076,850,216,465000
1245,11435,0.0,0,792,725,1517,400,0,230000
1246,12090,74.0,0,585,728,1868,477,268,178000
1247,8125,0.0,0,756,797,1553,615,0,186500
1248,12328,335.0,539,1012,0,1034,888,0,169900
1249,9600,0.0,319,735,924,2058,396,0,129500
1250,7200,0.0,534,876,0,988,276,0,119000
1251,11160,0.0,1065,2110,0,2110,522,0,244000
1252,3136,163.0,0,1405,0,1405,478,148,171750
1253,9858,0.0,510,864,0,874,288,33,130000
1254,17542,0.0,125,1192,651,2167,518,220,294000
1255,6931,92.0,0,746,896,1656,397,178,165400
1256,6240,0.0,425,884,408,1367,560,0,127500
1257,14303,554.0,1314,1986,0,1987,691,262,301500
1258,4060,0.0,0,864,0,864,0,0,99900
1259,9587,182.0,655,856,0,1166,400,212,190000
1260,9750,0.0,602,1054,0,1054,460,180,151000
1261,24682,0.0,0,841,783,1675,502,0,181000
1262,9600,0.0,504,1050,0,1050,338,0,128900
1263,11250,0.0,0,1104,684,1788,304,120,161500
1264,13515,0.0,0,764,764,1824,520,0,180500
1265,4060,0.0,266,1405,0,1337,511,144,181000
1266,3735,218.0,450,691,739,1452,506,0,183900
1267,10120,0.0,0,925,925,1889,308,0,122000
1268,13214,0.0,0,2002,0,2018,746,144,378500
1269,14100,632.0,192,728,1479,3447,1014,314,381000
1270,11344,180.0,460,874,650,1524,315,0,144000
1271,23595,0.0,1258,1332,192,1524,586,268,260000
1272,9156,0.0,0,1489,0,1489,462,0,185750
1273,13526,114.0,560,935,0,935,288,180,137000
1274,11512,84.0,719,1019,0,1357,312,0,177000
1275,5362,0.0,0,661,589,1250,552,242,139000
1276,11345,567.0,220,928,992,1920,400,0,137000
1277,12936,0.0,593,723,660,1395,497,294,162000
1278,17871,359.0,528,1680,0,1724,480,0,197900
1279,9473,103.68526170798899,804,1128,903,2031,577,0,237000
1280,7500,0.0,0,698,430,1128,528,30,68400
1281,9808,110.0,788,1573,0,1573,544,0,227000
1282,8049,54.0,1053,1309,0,1339,484,0,180000
1283,8800,0.0,532,1040,0,1040,484,0,150500
1284,9400,0.0,0,912,912,1824,0,128,139000
1285,9638,0.0,0,804,748,2447,336,272,169000
1286,6000,0.0,0,780,587,1412,280,45,132500
1287,9790,451.0,569,1328,0,1328,528,0,143000
1288,36500,621.0,812,1624,0,1582,390,168,190000
1289,5664,0.0,1158,1501,0,1659,499,212,278000
1290,11065,788.0,0,1085,850,1970,753,177,281000
1291,14112,86.0,1014,1152,0,1152,484,227,180500
1292,1680,268.0,231,630,672,1302,264,185,119500
1293,6600,0.0,0,994,994,2372,432,0,107500
1294,10140,0.0,194,832,832,1664,528,0,162900
1295,8172,0.0,167,864,0,864,572,0,115000
1296,8400,168.0,1016,1052,0,1052,288,356,138500
1297,8700,148.0,776,1120,0,1128,525,192,155000
1298,3675,82.0,547,547,0,1072,525,0,140000
1299,63887,796.0,5644,6110,950,5642,1418,214,160000
1300,7500,0.0,340,1246,0,1246,305,218,154000
1301,10762,344.0,694,978,978,1983,490,0,225000
1302,7500,0.0,547,771,741,1494,213,0,177500
1303,10120,391.0,740,1165,1323,2526,844,309,290000
1304,8688,228.0,0,1616,0,1616,834,208,232000
1305,3363,117.0,0,976,732,1708,380,0,130000
1306,13173,300.0,1572,1652,0,1652,840,404,325000
1307,6955,94.0,0,1368,0,1368,474,132,202500
1308,8072,0.0,746,990,0,990,480,0,138000
1309,12000,0.0,144,924,0,1122,528,0,147000
1310,7153,88.0,1200,1278,0,1294,496,112,179200
1311,17500,0.0,1406,1902,0,1902,567,0,335000
1312,8814,80.0,925,1274,0,1274,508,264,203000
1313,9572,336.0,482,1453,1357,2810,750,500,302000
1314,14774,165.0,0,1393,1177,2599,779,668,333168
1315,8190,0.0,732,948,0,948,280,0,119000
1316,11075,0.0,500,952,1020,2112,576,280,206900
1317,10226,270.0,0,1622,0,1630,860,172,295493
1318,4230,0.0,0,1352,0,1352,466,0,208900
1319,14781,178.0,0,1753,0,1787,748,198,275000
1320,10215,132.0,492,864,0,948,248,0,111000
1321,8400,0.0,189,1478,0,1478,442,114,156500
1322,6627,0.0,0,0,0,720,287,0,72500
1323,10186,0.0,674,750,862,1923,564,240,190000
1324,5330,0.0,280,420,0,708,0,164,82500
1325,9986,428.0,0,1795,0,1795,895,0,147000
1326,3636,0.0,0,796,0,796,0,0,55000
1327,4270,0.0,544,544,0,774,0,0,79000
1328,6600,0.0,641,816,0,816,264,0,130500
1329,10440,0.0,493,1510,1208,2792,520,0,256000
1330,9084,0.0,0,935,677,1632,462,0,176500
1331,10000,410.0,0,1588,0,1588,825,144,227000
1332,10780,0.0,483,911,0,954,576,0,132500
1333,8877,0.0,690,816,0,816,288,0,100000
1334,7200,0.0,0,803,557,1360,297,0,125500
1335,2368,312.0,765,765,600,1365,440,0,125000
1336,9650,360.0,686,1350,0,1334,630,0,167900
1337,9246,564.0,0,1656,0,1656,506,0,135000
1338,4118,0.0,0,693,0,693,0,0,52500
1339,13450,0.0,700,916,941,1861,492,146,200000
1340,9560,0.0,360,864,0,864,288,0,128500
1341,8294,0.0,0,858,0,872,480,0,123000
1342,13695,0.0,814,1114,0,1114,576,0,155000
1343,9375,149.0,0,1284,885,2169,647,192,228500
1344,7558,0.0,0,896,741,1913,342,0,177000
1345,11103,0.0,0,728,728,1456,440,0,155835
1346,6000,0.0,250,960,0,960,308,0,108500
1347,20781,0.0,297,1568,0,2156,508,0,262500
1348,15306,100.0,80,1732,0,1776,712,0,283463
1349,16196,0.0,1443,1482,0,1494,514,402,215000
1350,5250,0.0,259,684,1215,2358,0,0,122000
1351,11643,368.0,500,1248,1296,2634,968,0,200000
1352,9247,318.0,319,858,858,1716,490,0,171000
1353,6000,0.0,0,698,390,1176,624,210,134900
1354,14720,579.0,816,2033,1185,3238,666,283,410000
1355,10316,0.0,735,992,873,1865,839,0,235000
1356,10192,143.0,0,570,698,1920,487,0,170000
1357,9477,65.0,340,864,0,892,264,0,110000
1358,12537,0.0,734,1078,0,1078,500,0,149900
1359,2117,216.0,378,756,804,1573,440,0,177500
1360,16737,66.0,1447,1980,0,1980,770,194,315000
1361,9842,0.0,0,612,1611,2601,621,183,189000
1362,16158,16.0,1274,1530,0,1530,430,168,260000
1363,12513,0.0,0,715,457,1738,368,55,104900
1364,8499,0.0,0,616,796,1412,432,0,156932
1365,3180,0.0,0,600,600,1200,480,0,144152
1366,7500,0.0,533,814,860,1674,663,0,216000
1367,9179,158.0,633,873,908,1790,588,0,193000
1368,2665,0.0,548,757,550,1475,336,104,127000
1369,4435,170.0,685,848,0,848,420,140,144000
1370,10635,171.0,370,1657,0,1668,502,0,232000
1371,5400,0.0,315,840,534,1374,338,0,105000
1372,9600,0.0,831,992,0,1661,377,0,165500
1373,9750,0.0,975,1108,989,2097,583,253,274300
1374,11400,705.0,1282,2633,0,2633,804,314,466500
1375,10625,0.0,0,1026,932,1958,936,154,250000
1376,10991,80.0,0,1571,0,1571,722,100,239000
1377,6292,0.0,384,768,0,790,160,0,91000
1378,10998,0.0,408,984,620,1604,660,0,117000
1379,1953,408.0,309,483,504,987,264,72,83000
1380,9735,0.0,0,384,640,1394,400,100,167500
1381,8212,0.0,203,864,0,864,200,0,58500
1382,12925,0.0,865,1205,0,2117,550,0,237500
1383,7200,0.0,0,596,764,1762,576,36,157000
1384,25339,0.0,0,816,0,1416,576,0,112000
1385,9060,0.0,204,560,560,1258,280,0,105000
1386,5436,0.0,735,796,358,1154,240,0,125500
1387,16692,184.0,790,1392,1392,2784,564,0,250000
1388,8520,0.0,168,714,862,2526,216,88,136000
1389,14892,160.0,1320,1746,0,1746,758,201,377500
1390,6000,0.0,375,735,349,1218,440,0,131000
1391,9100,244.0,1400,1525,0,1525,541,219,235000
1392,8944,0.0,0,1584,0,1584,792,0,124000
1393,7838,0.0,769,864,0,900,288,175,123000
1394,10800,0.0,0,482,691,1912,672,0,163000
1395,4045,45.0,1070,1356,0,1500,648,161,246578
1396,12665,245.0,0,1094,1349,2482,642,144,281213
1397,57200,0.0,353,747,0,1687,572,0,160000
1398,6120,0.0,0,939,574,1513,180,24,137500
1399,7200,0.0,180,1208,768,1904,240,0,138000
1400,6171,0.0,264,976,448,1608,216,147,137450
1401,6000,0.0,0,862,208,1158,208,0,120000
1402,7415,0.0,759,839,729,1593,398,100,193000
1403,6762,0.0,0,1286,0,1294,662,168,193879
1404,15256,84.0,929,1485,0,1464,754,168,282922
1405,10410,0.0,0,672,520,1214,936,216,105000
1406,3842,174.0,1373,1594,0,1646,482,128,275000
1407,8445,0.0,656,768,0,768,396,58,133000
1408,8780,0.0,625,833,0,833,0,0,112000
1409,7740,0.0,0,622,622,1363,528,0,125500
1410,20544,123.0,0,791,857,2093,542,364,215000
1411,12420,0.0,666,944,896,1840,622,0,230000
1412,9600,0.0,120,856,556,1668,271,0,140000
1413,7200,0.0,0,0,0,1040,420,0,90000
1414,10994,366.0,976,1844,0,1844,620,165,257000
1415,13053,0.0,0,833,795,1848,370,0,207000
1416,3635,130.0,988,1386,0,1569,660,143,175900
1417,11340,0.0,0,777,1044,2290,560,0,122500
1418,16545,731.0,781,1284,1140,2450,1069,0,340000
1419,9204,0.0,25,1144,0,1144,336,0,124000
1420,16381,312.0,1110,1844,0,1844,540,0,223000
1421,11700,420.0,404,708,708,1416,776,0,179900
1422,4043,0.0,360,1069,0,1069,440,0,127500
1423,4435,170.0,686,848,0,848,420,140,136500
1424,19690,0.0,0,697,626,2201,432,586,274970
1425,9503,0.0,457,1024,0,1344,484,316,144000
1426,10721,243.0,0,1252,0,1252,528,0,142000
1427,10944,448.0,1000,1223,904,2127,525,171,271000
1428,10930,0.0,580,913,510,1558,288,0,140000
1429,7200,294.0,510,788,0,804,240,0,119000
1430,12546,310.0,678,1440,0,1440,467,0,182900
1431,21930,0.0,0,732,1104,1838,372,100,192140
1432,4928,0.0,958,958,0,958,440,0,143750
1433,10800,0.0,0,656,0,968,216,0,64500
1434,10261,318.0,0,936,830,1792,451,0,186500
1435,17400,0.0,936,1126,0,1126,484,295,160000
1436,8400,237.0,0,1319,0,1537,462,0,174000
1437,9000,0.0,616,864,0,864,528,0,120500
1438,12444,426.0,1336,1932,0,1932,774,0,394617
1439,7407,0.0,600,912,0,1236,923,0,149700
1440,11584,96.0,315,539,685,1725,550,0,197000
1441,11526,0.0,0,588,748,2555,672,431,191000
1442,4426,147.0,697,848,0,848,420,149,149300
1443,11003,160.0,765,1017,981,2007,812,168,310000
1444,8854,0.0,0,952,0,952,192,0,121000
1445,8500,106.0,0,1422,0,1422,626,192,179600
1446,8400,0.0,187,814,0,913,240,0,129000
1447,26142,189.0,593,1188,0,1188,312,261,157900
1448,10000,438.0,1079,1220,870,2090,556,0,240000
1449,11767,0.0,0,560,550,1346,384,168,112000
1450,1533,0.0,553,630,0,630,0,0,92000
1451,9000,0.0,0,896,896,1792,0,32,136000
1452,9262,194.0,0,1573,0,1578,840,0,287090
1453,3675,80.0,547,547,0,1072,525,0,145000
1454,17217,0.0,0,1140,0,1140,0,36,84500
1455,7500,0.0,410,1221,0,1221,400,0,185000
1456,7917,0.0,0,953,694,1647,460,0,175000
1457,13175,119.0,790,1542,0,2073,500,349,210000
1458,9042,0.0,275,1152,1152,2340,252,0,266500
1459,9717,0.0,49,1078,0,1078,240,366,142125
1460,9937,0.0,830,1256,0,1256,276,736,147500
