,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,MiscVal,SaleType,SaleCondition,SalePrice,TotalSF,TotalPorchSF,TotalBath,SnMoSold,CsMoSold,Remodeled,Age,Isnew
654,20,RL,91.0,10437,Pave,2,Lvl,AllPub,Inside,2,NoRidge,Norm,Norm,1Fam,1Story,8,6,Hip,CompShg,MetalSd,MetalSd,2.0,660.0,2,3,PConc,2.0,2.0,3.0,5.0,1696,1.0,0,413,GasA,4,1,SBrkr,2113,0,0,2,1,2,7,1,1,Attchd,2.0,839,2.0,2.0,2,236,0,0,WD,Normal,350000,4222,46,3.5,-0.8660254037844384,-0.5000000000000004,0,13,0
655,160,RM,21.0,1680,Pave,3,Lvl,AllPub,Inside,2,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,ImStucc,2.0,381.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,525,GasA,2,1,SBrkr,525,567,0,3,1,1,6,1,0,Detchd,0.0,264,2.0,2.0,2,0,0,0,WD,Family,88000,1617,0,1.5,1.0,6.123233995736766e-17,0,39,0
656,20,RL,72.0,10007,Pave,2,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,2.0,54.0,2,2,CBlock,1.0,2.0,0.0,4.0,806,1.0,0,247,GasA,4,1,SBrkr,1053,0,0,3,1,2,5,1,0,Attchd,1.0,312,2.0,2.0,2,0,0,0,WD,Normal,145500,2106,0,2.5,-0.8660254037844384,-0.5000000000000004,1,2,0
657,70,RL,60.0,7200,Pave,3,HLS,AllPub,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,Stucco,Wd Shng,0.0,0.0,1,1,BrkTil,2.0,2.0,0.0,0.0,0,1.0,0,776,GasA,2,1,SBrkr,851,651,0,3,1,1,6,1,1,Attchd,1.0,270,2.0,2.0,1,0,0,0,WD,Normal,149000,2278,112,1.5,0.8660254037844386,0.5000000000000001,1,8,0
658,50,RL,78.0,17503,Pave,3,Lvl,AllPub,Inside,2,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,912,GasA,2,1,SBrkr,912,546,0,3,1,1,6,1,1,Attchd,0.0,330,2.0,2.0,2,192,0,0,WD,Abnorml,97500,2370,0,1.5,0.5,0.8660254037844387,1,60,0
659,20,RL,75.0,9937,Pave,3,Lvl,AllPub,Corner,2,Edwards,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,MetalSd,MetalSd,0.0,0.0,1,3,PConc,1.0,2.0,0.0,3.0,637,1.0,0,849,GasA,4,1,SBrkr,1486,0,0,3,1,1,7,1,0,Detchd,2.0,480,2.0,2.0,2,0,0,0,WD,Normal,167000,2972,0,2.0,1.0,6.123233995736766e-17,1,10,0
660,60,RL,,12384,Pave,3,Lvl,AllPub,CulDSac,2,NWAmes,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,Plywood,Plywood,2.0,233.0,1,2,CBlock,2.0,2.0,0.0,0.0,0,1.0,0,793,GasA,2,1,SBrkr,1142,793,0,3,1,1,7,1,1,Attchd,1.0,550,2.0,2.0,2,0,0,0,WD,Normal,197900,2728,365,2.5,-0.5000000000000004,0.8660254037844384,0,31,0
661,60,RL,52.0,46589,Pave,1,Lvl,AllPub,CulDSac,2,NoRidge,Norm,Norm,1Fam,2Story,8,7,Hip,CompShg,VinylSd,VinylSd,2.0,528.0,2,2,PConc,2.0,3.0,0.0,5.0,1361,2.0,180,88,GasA,4,1,SBrkr,1686,762,0,4,1,2,8,1,1,Attchd,1.0,711,2.0,2.0,2,517,0,0,WD,Normal,402000,4077,76,3.5,-0.4999999999999997,-0.8660254037844388,1,4,0
662,20,RL,120.0,13560,Pave,3,Lvl,AllPub,Corner,2,NAmes,Norm,Norm,1Fam,1Story,6,3,Hip,CompShg,Wd Sdng,Wd Sdng,2.0,216.0,1,2,CBlock,0.0,1.0,0.0,0.0,0,1.0,0,1392,GasA,3,1,SBrkr,1392,0,0,2,1,1,5,2,2,Attchd,1.0,576,2.0,2.0,2,0,0,0,WD,Normal,110000,2784,240,2.0,-0.4999999999999997,-0.8660254037844388,0,41,0
663,85,RL,90.0,10012,Pave,3,Lvl,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,SFoyer,4,5,Gable,CompShg,Plywood,Plywood,0.0,0.0,1,2,CBlock,2.0,2.0,2.0,3.0,920,2.0,180,38,GasA,2,1,SBrkr,1181,0,0,3,1,1,6,1,0,Detchd,1.0,588,2.0,2.0,2,0,0,0,WD,Normal,137500,2319,180,3.0,0.8660254037844387,-0.4999999999999998,0,36,0
664,20,RL,49.0,20896,Pave,1,Lvl,AllPub,CulDSac,2,Somerst,RRAn,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,2,PConc,3.0,2.0,1.0,5.0,1721,1.0,0,356,GasA,4,1,SBrkr,2097,0,0,1,1,3,8,1,1,Attchd,2.0,1134,2.0,2.0,2,192,0,0,New,Partial,423000,4174,267,2.5,0.5,0.8660254037844387,1,0,0
665,60,RL,106.0,11194,Pave,2,Lvl,AllPub,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,2.0,40.0,2,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,1406,GasA,4,1,SBrkr,1454,482,0,3,1,2,7,1,1,Attchd,1.0,504,2.0,2.0,2,188,0,0,WD,Normal,230500,3342,124,2.5,-0.5000000000000004,0.8660254037844384,0,6,0
666,60,RL,,18450,Pave,2,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,2Story,6,5,Flat,Tar&Grv,Plywood,Plywood,1.0,113.0,1,3,CBlock,2.0,2.0,0.0,1.0,187,2.0,723,111,GasA,2,1,SBrkr,1465,915,0,3,1,1,7,0,1,CarPort,0.0,596,2.0,2.0,2,0,0,0,WD,Abnorml,129000,3401,265,2.5,-0.8660254037844384,-0.5000000000000004,1,28,0
667,20,RL,65.0,8125,Pave,3,Lvl,AllPub,Inside,2,SawyerW,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,2.0,258.0,1,2,PConc,2.0,2.0,0.0,5.0,1138,1.0,0,270,GasA,4,1,SBrkr,1679,0,0,3,1,2,7,1,1,Attchd,1.0,575,2.0,2.0,2,224,0,0,WD,Normal,193500,3087,42,3.0,-0.8660254037844386,0.5000000000000001,1,10,0
668,20,RL,,14175,Pave,3,Bnk,AllPub,Corner,1,Sawyer,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,CemntBd,Wd Sdng,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,2.0,988,1.0,0,200,GasA,3,1,SBrkr,1437,0,0,3,1,1,6,5,1,Detchd,0.0,576,2.0,2.0,2,304,0,0,WD,Normal,168000,2625,0,2.5,-0.5000000000000004,0.8660254037844384,1,19,0
669,30,RL,80.0,11600,Pave,3,Lvl,AllPub,Inside,2,Crawfor,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,1,2,BrkTil,0.0,2.0,0.0,0.0,0,1.0,0,700,GasA,4,1,SBrkr,1180,0,0,2,1,0,5,1,1,Detchd,0.0,252,2.0,1.0,2,0,0,0,WD,Normal,137500,1880,67,1.0,-0.4999999999999997,-0.8660254037844388,1,56,0
670,60,RL,64.0,8633,Pave,3,Lvl,AllPub,FR2,2,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,2,PConc,2.0,2.0,0.0,5.0,193,1.0,0,545,GasA,4,1,SBrkr,738,738,0,3,1,2,7,1,0,Attchd,2.0,540,2.0,2.0,2,100,0,0,WD,Normal,173500,2214,35,3.5,0.8660254037844386,0.5000000000000001,0,4,0
671,70,RH,54.0,6629,Pave,3,Lvl,AllPub,Inside,2,Edwards,Artery,Norm,1Fam,2Story,6,6,Gambrel,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,1,3,BrkTil,1.0,2.0,0.0,3.0,551,1.0,0,121,GasA,2,0,SBrkr,697,672,0,3,1,1,6,1,0,Detchd,0.0,300,2.0,2.0,2,147,0,0,WD,Normal,103600,2041,0,3.0,-0.4999999999999997,-0.8660254037844388,1,59,0
672,20,RL,,11250,Pave,2,Lvl,AllPub,Inside,2,Veenker,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,Plywood,Plywood,0.0,0.0,2,2,CBlock,2.0,2.0,0.0,4.0,767,1.0,0,441,GasA,2,1,SBrkr,1208,0,0,3,1,1,6,1,1,Attchd,1.0,546,2.0,2.0,2,198,0,0,WD,Normal,165000,2416,42,2.5,1.2246467991473532e-16,-1.0,0,29,0
673,20,RL,110.0,14442,Pave,3,Lvl,AllPub,Inside,2,Crawfor,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,CemntBd,CmentBd,2.0,106.0,1,2,PConc,1.0,2.0,0.0,5.0,1186,1.0,0,291,GasA,4,1,SBrkr,1839,0,0,3,1,2,7,1,2,Attchd,2.0,416,2.0,2.0,2,0,0,0,WD,Normal,257500,3316,287,3.0,1.2246467991473532e-16,-1.0,1,3,0
674,20,RL,80.0,9200,Pave,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,2.0,892,1.0,0,244,GasA,2,1,SBrkr,1136,0,0,3,1,1,5,1,1,Attchd,1.0,384,2.0,2.0,2,426,0,0,WD,Normal,140000,2272,0,2.0,-0.4999999999999997,-0.8660254037844388,0,43,0
675,160,RL,24.0,2289,Pave,3,Lvl,AllPub,Inside,2,NPkVill,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,Plywood,Brk Cmn,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,4.0,311,1.0,0,544,GasA,2,1,SBrkr,855,586,0,3,1,1,7,1,1,Attchd,0.0,440,2.0,2.0,2,28,0,0,WD,Normal,148500,2296,0,2.5,0.8660254037844387,-0.4999999999999998,0,31,0
676,70,RM,60.0,9600,Pave,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,2Story,4,2,Gable,CompShg,AsbShng,Stucco,0.0,0.0,1,2,BrkTil,1.0,1.0,0.0,0.0,0,1.0,0,1095,GasW,1,0,SBrkr,1095,679,0,4,2,1,8,5,0,2Types,0.0,779,1.0,1.0,0,0,0,0,WD,Normal,87000,2869,90,3.0,0.5,-0.8660254037844387,1,56,0
677,30,RL,52.0,9022,Pave,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,2,BrkTil,1.0,2.0,0.0,0.0,0,1.0,0,768,GasA,4,1,SBrkr,792,0,0,2,1,2,5,1,0,Detchd,0.0,240,1.0,1.0,0,316,0,0,WD,Normal,109500,1560,120,1.0,0.5,-0.8660254037844387,1,3,0
678,20,RL,80.0,11844,Pave,2,Lvl,AllPub,Inside,2,StoneBr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,3.0,464.0,2,2,PConc,3.0,2.0,1.0,0.0,0,1.0,0,2046,GasA,4,1,SBrkr,2046,0,0,3,1,2,7,1,1,Attchd,2.0,834,2.0,2.0,2,322,0,0,New,Partial,372500,4092,82,2.5,-0.4999999999999997,-0.8660254037844388,0,1,0
679,20,RL,,9945,Pave,2,Lvl,AllPub,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,2.0,57.0,1,2,CBlock,1.0,2.0,0.0,2.0,827,1.0,0,161,GasA,2,1,SBrkr,988,0,0,3,1,1,5,1,0,Detchd,0.0,572,2.0,2.0,2,0,0,0,WD,Normal,128500,1976,0,2.0,-0.8660254037844386,0.5000000000000001,0,46,0
680,120,RL,50.0,8012,Pave,3,Lvl,AllPub,Inside,2,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,Plywood,0.0,0.0,1,2,CBlock,2.0,2.0,0.0,3.0,543,3.0,119,261,GasA,2,1,SBrkr,923,0,0,2,1,1,5,1,1,Attchd,1.0,264,2.0,2.0,2,80,0,0,WD,Normal,143000,1846,0,2.0,0.5,-0.8660254037844387,0,30,0
681,50,RH,55.0,4500,Pave,1,Bnk,AllPub,Inside,2,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,VinylSd,Stucco,0.0,0.0,1,2,BrkTil,1.0,2.0,0.0,2.0,182,1.0,0,611,GasA,4,1,SBrkr,848,672,0,3,1,1,6,1,0,Detchd,0.0,281,2.0,2.0,2,0,0,0,WD,Abnorml,159434,2313,56,1.0,-0.4999999999999997,-0.8660254037844388,1,9,0
682,120,RL,,2887,Pave,3,HLS,AllPub,Inside,2,ClearCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,1,2,PConc,2.0,2.0,1.0,5.0,1003,1.0,0,288,GasA,4,1,SBrkr,1291,0,0,2,1,2,6,1,1,Attchd,0.0,431,2.0,2.0,2,307,0,0,WD,Normal,173000,2582,0,2.0,-0.5000000000000004,0.8660254037844384,1,11,0
683,20,RL,90.0,11248,Pave,2,Lvl,AllPub,Corner,2,CollgCr,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,3.0,215.0,2,2,PConc,2.0,2.0,2.0,5.0,1059,1.0,0,567,GasA,4,1,SBrkr,1668,0,0,3,1,2,7,1,1,Attchd,2.0,702,2.0,2.0,2,257,0,0,WD,Normal,285000,3294,45,3.0,-0.4999999999999997,-0.8660254037844388,0,5,0
684,60,RL,58.0,16770,Pave,1,Lvl,AllPub,CulDSac,2,NoRidge,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,2.0,30.0,2,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,1195,GasA,3,1,SBrkr,1195,644,0,4,1,1,7,1,0,Attchd,2.0,486,2.0,2.0,2,0,0,0,WD,Normal,221000,3034,81,2.5,1.2246467991473532e-16,-1.0,0,12,0
685,160,RL,,5062,Pave,2,Lvl,AllPub,CulDSac,2,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,2,2,CBlock,2.0,2.0,1.0,5.0,828,0.0,182,180,GasA,3,1,SBrkr,1190,900,0,3,1,2,6,6,1,Attchd,2.0,577,2.0,2.0,2,219,0,0,WD,Normal,207500,3280,0,3.0,-1.0,-1.8369701987210287e-16,0,23,0
686,60,FV,84.0,10207,Pave,3,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,874,GasA,4,1,SBrkr,874,887,0,3,1,2,7,1,0,Attchd,2.0,578,2.0,2.0,2,144,0,0,New,Partial,227875,2635,105,3.0,-0.8660254037844384,-0.5000000000000004,0,0,1
687,160,FV,,5105,Pave,1,Lvl,AllPub,FR2,2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,2,2,PConc,2.0,2.0,0.0,5.0,239,1.0,0,312,GasA,4,1,SBrkr,551,551,0,2,1,2,4,1,0,Detchd,0.0,480,2.0,2.0,2,0,0,0,WD,Normal,148800,1653,60,2.5,1.0,6.123233995736766e-17,0,3,0
688,20,RL,60.0,8089,Pave,3,HLS,AllPub,Inside,2,StoneBr,Norm,Norm,1Fam,1Story,8,6,Gable,CompShg,MetalSd,MetalSd,2.0,0.0,2,2,PConc,2.0,2.0,2.0,5.0,945,1.0,0,474,GasA,4,1,SBrkr,1419,0,0,2,1,2,7,1,1,Attchd,1.0,567,2.0,2.0,2,140,0,0,New,Partial,392000,2838,0,3.0,-0.8660254037844386,0.5000000000000001,0,0,1
689,120,RL,61.0,7577,Pave,2,Lvl,AllPub,Corner,2,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,3.0,256.0,2,2,PConc,2.0,2.0,2.0,4.0,20,1.0,0,1342,GasA,4,1,SBrkr,1362,0,0,2,1,2,6,1,1,Attchd,1.0,460,2.0,2.0,2,192,0,0,WD,Normal,194700,2724,28,2.0,1.2246467991473532e-16,-1.0,1,1,0
690,120,RM,,4426,Pave,3,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,2.0,147.0,2,2,PConc,2.0,2.0,3.0,5.0,697,1.0,0,151,GasA,4,1,SBrkr,848,0,0,1,1,2,3,1,1,Attchd,1.0,420,2.0,2.0,2,149,0,0,WD,Normal,141000,1696,0,2.0,0.5,-0.8660254037844387,0,4,0
691,60,RL,104.0,21535,Pave,2,Lvl,AllPub,Corner,2,NoRidge,Norm,Norm,1Fam,2Story,10,6,Gable,WdShngl,HdBoard,HdBoard,2.0,1170.0,3,2,PConc,3.0,2.0,3.0,5.0,1455,1.0,0,989,GasA,4,1,SBrkr,2444,1872,0,4,1,3,10,1,2,Attchd,2.0,832,2.0,2.0,2,382,0,0,WD,Normal,755000,6760,50,4.0,0.5,0.8660254037844387,1,12,0
692,60,RL,42.0,26178,Pave,2,Lvl,AllPub,Inside,1,Timber,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,MetalSd,MetalSd,2.0,293.0,2,2,PConc,2.0,2.0,3.0,5.0,965,1.0,0,245,GasA,4,1,SBrkr,1238,1281,0,4,1,2,9,1,2,Attchd,1.0,628,2.0,2.0,2,320,0,0,WD,Normal,335000,3729,27,3.5,0.8660254037844387,-0.4999999999999998,1,16,0
693,30,RL,60.0,5400,Pave,3,Lvl,AllPub,Corner,0,OldTown,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,1,2,BrkTil,1.0,2.0,0.0,0.0,0,1.0,0,1073,GasA,4,1,SBrkr,1073,0,0,2,1,1,4,1,0,Detchd,0.0,326,2.0,2.0,2,0,0,0,WD,Abnorml,108480,2146,112,1.0,-2.4492935982947064e-16,1.0,1,38,0
694,50,RM,51.0,6120,Pave,3,Lvl,AllPub,Corner,2,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,1,1,BrkTil,1.0,2.0,0.0,0.0,0,1.0,0,927,GasA,2,1,SBrkr,1067,472,0,3,1,1,5,1,0,Detchd,0.0,576,2.0,2.0,2,112,0,0,WD,Normal,141500,2466,0,1.5,0.8660254037844387,-0.4999999999999998,1,59,0
695,20,RL,54.0,13811,Pave,2,Lvl,AllPub,Inside,2,Timber,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,HdBoard,HdBoard,2.0,72.0,1,2,CBlock,2.0,3.0,0.0,5.0,980,0.0,40,92,GasA,3,1,SBrkr,1137,0,0,2,1,2,5,1,1,Attchd,0.0,551,2.0,2.0,2,125,0,0,WD,Normal,176000,2249,0,3.0,-0.4999999999999997,-0.8660254037844388,0,19,0
696,30,RM,50.0,6000,Pave,3,Lvl,AllPub,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Shng,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,1.0,616,1.0,0,0,GasA,3,1,SBrkr,616,0,0,2,1,1,4,1,0,Detchd,0.0,205,2.0,2.0,2,0,0,0,WD,Normal,89000,1232,129,1.0,1.2246467991473532e-16,-1.0,1,56,0
697,20,RL,57.0,6420,Pave,2,Lvl,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,1,2,PConc,3.0,3.0,1.0,1.0,210,4.0,551,219,GasA,1,1,FuseA,1148,0,0,2,1,1,6,1,0,Detchd,0.0,308,2.0,2.0,2,0,0,0,WD,Normal,123500,2128,0,1.5,-1.0,-1.8369701987210287e-16,0,54,0
698,20,RL,65.0,8450,Pave,3,Lvl,AllPub,Inside,2,Sawyer,RRAe,Norm,1Fam,1Story,5,8,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,1,3,CBlock,1.0,2.0,0.0,5.0,553,3.0,117,224,GasA,4,1,SBrkr,894,0,0,3,1,1,5,1,1,Detchd,0.0,336,2.0,2.0,2,416,0,0,WD,Normal,138500,1788,144,2.0,0.8660254037844387,-0.4999999999999998,1,1,0
699,120,FV,59.0,4282,Pave,1,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,2,2,PConc,2.0,2.0,1.0,5.0,16,1.0,0,1375,GasA,4,1,SBrkr,1391,0,0,2,1,2,5,1,0,Attchd,1.0,530,2.0,2.0,2,156,0,0,WD,Normal,196000,2782,158,2.0,-0.4999999999999997,-0.8660254037844388,0,4,0
700,20,RL,85.0,14331,Pave,3,Lvl,AllPub,Inside,2,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,2.0,630.0,2,2,PConc,3.0,2.0,3.0,5.0,1274,1.0,0,526,GasA,4,1,SBrkr,1800,0,0,3,1,2,7,1,1,Attchd,2.0,765,2.0,2.0,2,270,0,0,WD,Normal,312500,3600,78,3.0,0.5,-0.8660254037844387,0,4,0
701,20,RL,80.0,9600,Pave,3,Lvl,AllPub,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,HdBoard,HdBoard,2.0,168.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,1164,GasA,2,1,SBrkr,1164,0,0,3,1,1,6,1,0,Attchd,0.0,528,2.0,2.0,2,0,0,0,COD,Normal,140000,2328,0,1.5,-0.4999999999999997,-0.8660254037844388,0,37,0
702,60,RL,82.0,12438,Pave,2,Lvl,AllPub,Inside,2,StoneBr,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,2.0,466.0,3,2,PConc,3.0,3.0,0.0,0.0,0,1.0,0,1234,GasA,4,1,SBrkr,1264,1312,0,4,1,3,10,1,1,BuiltIn,2.0,666,2.0,2.0,2,324,0,0,New,Partial,361919,3810,100,2.5,-0.4999999999999997,-0.8660254037844388,0,0,1
703,190,RM,76.0,7630,Pave,3,Lvl,AllPub,Inside,2,OldTown,Feedr,Norm,2fmCon,2Story,5,9,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,1,3,BrkTil,2.0,2.0,0.0,0.0,0,1.0,0,360,GasA,3,1,SBrkr,1032,780,0,4,2,2,8,1,1,Detchd,0.0,672,2.0,2.0,0,344,0,0,WD,Normal,140000,2172,40,2.0,0.5,-0.8660254037844387,1,14,0
704,20,RL,70.0,8400,Pave,3,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,2.0,109.0,2,2,PConc,2.0,2.0,2.0,5.0,712,1.0,0,761,GasA,4,1,SBrkr,1484,0,0,3,1,2,7,1,0,Attchd,1.0,606,2.0,2.0,2,0,0,0,WD,Normal,213000,2957,179,3.0,0.5,-0.8660254037844387,1,5,0
705,190,RM,70.0,5600,Pave,3,Lvl,AllPub,Inside,2,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,Hip,CompShg,VinylSd,Wd Shng,0.0,0.0,0,1,Slab,,,,,0,,0,0,GasA,1,0,SBrkr,372,720,0,3,2,0,7,4,0,,,0,,,0,0,0,3500,WD,Normal,55000,1092,0,2.0,-0.4999999999999997,-0.8660254037844388,1,60,0
706,20,RL,,115149,Pave,1,Low,AllPub,CulDSac,0,ClearCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,3.0,351.0,1,2,CBlock,2.0,2.0,3.0,5.0,1219,1.0,0,424,GasA,2,1,SBrkr,1824,0,0,2,1,2,5,1,2,Attchd,0.0,739,2.0,2.0,2,380,0,0,WD,Normal,302000,3467,48,3.0,1.2246467991473532e-16,-1.0,1,5,0
707,120,RL,48.0,6240,Pave,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,MetalSd,MetalSd,2.0,176.0,2,2,PConc,2.0,2.0,0.0,5.0,863,1.0,0,461,GasA,4,1,SBrkr,1324,0,0,2,1,2,6,1,1,Attchd,2.0,550,2.0,2.0,2,192,0,0,WD,Normal,254000,2648,38,3.0,-2.4492935982947064e-16,1.0,0,3,0
708,60,RL,65.0,9018,Pave,2,Lvl,AllPub,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,VinylSd,VinylSd,0.0,0.0,2,2,PConc,2.0,2.0,2.0,0.0,0,1.0,0,728,GasA,4,1,SBrkr,728,728,0,3,1,2,8,1,1,Attchd,2.0,400,2.0,2.0,2,100,0,0,New,Partial,179540,2184,24,2.5,-0.4999999999999997,-0.8660254037844388,0,0,1
709,20,RL,,7162,Pave,2,Lvl,AllPub,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,1.0,41.0,1,2,PConc,1.0,2.0,0.0,0.0,0,1.0,0,876,GasA,2,1,SBrkr,904,0,0,3,1,1,6,1,0,Attchd,0.0,408,2.0,2.0,2,0,0,0,WD,Abnorml,109900,1780,0,1.0,-2.4492935982947064e-16,1.0,0,42,0
710,30,RL,56.0,4130,Pave,2,Lvl,AllPub,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,3,6,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,270,GasA,3,1,SBrkr,729,0,0,2,1,1,5,2,0,,,0,,,0,0,0,0,WD,Normal,52000,999,0,1.0,-0.4999999999999997,-0.8660254037844388,1,5,0
711,50,C (all),66.0,8712,Pave,3,HLS,AllPub,Inside,1,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,1,2,Stone,1.0,2.0,1.0,0.0,0,1.0,0,859,GasA,3,1,SBrkr,859,319,0,2,1,1,7,1,0,Detchd,1.0,384,2.0,2.0,0,68,0,0,WD,Abnorml,102776,2037,98,1.0,0.5,0.8660254037844387,1,60,0
712,120,RL,40.0,4671,Pave,2,HLS,AllPub,Inside,2,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,2,2,PConc,2.0,2.0,1.0,5.0,767,1.0,0,461,GasA,3,1,SBrkr,1228,0,0,2,1,2,5,1,1,Attchd,2.0,472,2.0,2.0,2,168,0,0,WD,Normal,189000,2456,120,3.0,-0.8660254037844386,0.5000000000000001,1,19,0
