,MSZoning,Street,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Foundation,Heating,Electrical,GarageType,SaleType,SaleCondition,Age,GarageArea,TotalSF,MasVnrArea,WoodDeckSF,BsmtFinSF1,2ndFlrSF,BsmtFinSF2,MiscVal,LotArea,SalePrice
790,RL,Pave,Lvl,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,3,397,2290,11.0,100,16,0,0,0,3182,160200
791,RL,Pave,Lvl,AllPub,Corner,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,31,539,2091,0.0,120,539,0,0,0,11333,146800
792,RL,Pave,Lvl,AllPub,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Attchd,WD,Normal,10,455,3130,0.0,180,862,886,0,0,9920,269790
793,RL,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,PConc,GasA,SBrkr,Attchd,New,Partial,0,474,2992,140.0,168,0,0,0,0,9158,225000
794,RL,Pave,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Attchd,WD,Normal,12,409,2607,0.0,143,0,809,0,500,10832,194500
795,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,29,476,2214,130.0,0,0,676,0,0,8400,171000
796,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,30,528,1945,148.0,138,0,0,0,0,8197,143500
797,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Attchd,WD,Abnorml,55,240,1546,0.0,0,570,0,0,0,7677,110000
798,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,New,Partial,0,820,5066,860.0,144,0,1174,0,0,13518,485000
799,RL,Pave,Lvl,AllPub,Corner,SWISU,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,SBrkr,Detchd,WD,Normal,57,240,2499,252.0,0,569,787,0,0,7200,175000
800,RL,Pave,HLS,AllPub,Inside,ClearCr,Feedr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,11,603,2304,0.0,403,462,1072,0,400,12798,200000
801,RM,Pave,Lvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,FuseA,Detchd,WD,Normal,17,440,2392,0.0,0,197,0,0,0,4800,109900
802,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,WdShing,Wd Shng,PConc,GasA,SBrkr,Attchd,WD,Normal,3,410,2184,0.0,36,648,728,0,0,8199,189000
803,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,New,Partial,0,1020,4556,424.0,52,0,1088,0,0,13891,582933
804,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Family,52,286,2064,0.0,0,812,0,0,0,9000,118000
805,RL,Pave,Lvl,AllPub,FR2,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,554,2845,256.0,0,0,0,0,0,12274,227680
806,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,39,384,1960,0.0,68,400,0,480,0,9750,135500
807,RL,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Normal,5,528,2900,0.0,0,1309,504,0,0,21384,223500
808,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,40,484,2110,1047.0,0,516,0,128,0,13400,159950
809,RM,Pave,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,2.5Unf,Hip,CompShg,AsbShng,AsbShng,PConc,GasA,FuseA,Detchd,WD,Normal,44,360,2987,0.0,40,0,1063,0,0,8100,106000
810,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,7,484,2349,99.0,265,663,0,377,0,10140,181000
811,RM,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,ConLD,Normal,4,420,1696,169.0,140,662,0,0,0,4438,144500
812,C (all),Grvl,Bnk,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,FuseA,Basment,WD,Alloca,58,504,1584,0.0,0,0,0,0,54,8712,55993
813,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Attchd,COD,Normal,49,301,2884,243.0,0,608,0,0,500,9750,157900
814,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,BrkTil,GasW,SBrkr,Detchd,WD,Normal,56,280,1936,0.0,207,0,564,0,0,8248,116000
815,RL,Pave,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,12,598,3310,442.0,0,0,0,0,0,12137,224900
816,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,CBlock,GasA,SBrkr,Attchd,WD,Normal,52,275,2016,0.0,0,486,0,0,0,11425,137000
817,RL,Pave,Lvl,AllPub,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,PConc,GasA,SBrkr,Attchd,WD,Normal,6,857,3257,148.0,150,1218,0,0,0,13265,271000
818,RL,Pave,Lvl,AllPub,Inside,ClearCr,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,39,440,2062,80.0,0,504,0,0,0,8816,155000
819,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,484,2716,128.0,192,733,0,0,0,6371,224000
820,RL,Pave,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,5,595,2438,0.0,0,0,842,0,0,7226,183000
821,RM,Pave,Bnk,AllPub,Inside,OldTown,Norm,Norm,2fmCon,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,56,576,1872,0.0,0,0,0,0,0,6000,93000
822,RL,Pave,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Family,4,433,2580,0.0,100,0,886,0,0,12394,225000
823,RL,Pave,Lvl,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,BrkTil,GasA,SBrkr,Detchd,WD,Normal,59,240,2267,0.0,335,0,545,0,0,9900,139500
824,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,776,2978,0.0,0,0,0,0,0,11216,232600
826,RM,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,BrkTil,GasA,SBrkr,,WD,Normal,58,0,1568,0.0,0,784,0,0,0,6130,109500
827,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,8,527,2888,0.0,290,20,0,0,0,8529,189000
828,RL,Pave,Low,AllPub,CulDSac,ClearCr,Norm,Norm,1Fam,2Story,Flat,Tar&Grv,Plywood,Plywood,PConc,GasA,SBrkr,Attchd,WD,Abnorml,42,538,3139,0.0,486,249,966,764,0,28698,185000
829,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Detchd,WD,Normal,1,480,1823,0.0,0,0,623,0,0,2544,147400
830,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,FuseA,Attchd,WD,Normal,51,458,2784,387.0,0,1040,0,0,0,11900,166000
831,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Detchd,WD,Normal,1,480,1800,0.0,0,0,600,0,0,3180,151000
832,RL,Pave,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,7,613,2770,223.0,192,483,888,0,0,9548,237000
833,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,45,472,3032,180.0,0,196,0,345,0,10004,167000
834,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,47,456,2288,136.0,0,572,0,0,0,7875,139950
835,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,15,436,2134,0.0,290,442,0,0,0,9600,128000
836,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkTil,GasA,SBrkr,Detchd,COD,Normal,34,812,3118,0.0,0,338,0,0,0,8100,153500
837,RM,Pave,Lvl,AllPub,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Detchd,WD,Normal,35,264,1470,158.0,0,330,504,0,0,1680,100000
838,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,2,352,2198,0.0,278,0,0,0,0,9525,144000
839,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,13,240,1968,0.0,0,352,432,0,0,11767,130500
840,RH,Pave,Lvl,AllPub,Inside,SWISU,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,SBrkr,Detchd,WD,Normal,58,400,2154,0.0,0,156,672,0,0,12155,140000
841,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Detchd,WD,Normal,6,686,2189,0.0,70,0,581,0,0,10440,157500
842,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,42,490,2292,183.0,0,312,0,539,0,9020,174900
843,RL,Pave,Lvl,AllPub,Corner,NAmes,Artery,Norm,Duplex,1Story,Gable,CompShg,BrkFace,BrkFace,CBlock,GasA,SBrkr,,WD,Normal,46,0,3600,0.0,0,0,0,0,0,8000,141000
844,RM,Pave,Lvl,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,SBrkr,Detchd,WD,Normal,58,720,2292,0.0,418,0,540,0,0,12665,153900
845,RL,Pave,Lvl,AllPub,CulDSac,Sawyer,RRAe,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Basment,WD,Normal,26,611,3091,0.0,0,1390,0,0,0,16647,171000
846,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,16,425,2515,137.0,234,513,769,0,0,9317,213000
847,RL,Pave,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,37,338,1728,0.0,0,460,0,0,0,15523,133500
848,RL,Pave,Bnk,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,SBrkr,Detchd,WD,Normal,11,360,3265,0.0,486,0,1051,0,0,45600,240000
849,RL,Pave,Lvl,AllPub,FR2,Veenker,Feedr,Norm,1Fam,SLvl,Hip,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,13,512,2383,360.0,113,0,761,0,0,9600,187000
850,RM,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,4,420,1696,170.0,140,659,0,0,0,4435,131500
851,RL,Pave,Lvl,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,3,400,2729,40.0,143,0,0,0,0,3196,215000
852,RL,Pave,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,57,240,2564,0.0,0,364,728,0,0,7128,164000
853,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,45,645,2572,115.0,180,564,0,0,0,12095,158000
854,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Abnorml,32,454,3542,0.0,0,306,0,1085,0,17920,170000
855,RL,Pave,Lvl,AllPub,Corner,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Detchd,WD,Normal,0,260,2080,0.0,0,659,0,0,0,6897,127000
856,RL,Pave,Low,AllPub,Inside,CollgCr,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,HdBoard,CBlock,GasA,SBrkr,Detchd,WD,Normal,30,576,1966,0.0,0,505,0,435,0,10970,147000
857,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,14,343,2183,0.0,0,0,779,0,0,8125,174000
858,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Family,33,479,2460,189.0,0,0,0,0,0,10400,152000
859,RL,Pave,Lvl,AllPub,Corner,NWAmes,PosA,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,22,619,3708,220.0,0,619,1142,0,0,11029,250000
860,RL,Pave,Lvl,AllPub,Corner,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,SBrkr,Detchd,WD,Normal,9,216,2338,0.0,0,0,514,0,0,7642,189950
861,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,2fmCon,1Story,Hip,CompShg,Plywood,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,45,504,2078,0.0,0,841,0,0,0,11625,131500
862,RL,Pave,Lvl,AllPub,Corner,SawyerW,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,PConc,GasA,SBrkr,Attchd,WD,Normal,25,480,2137,0.0,0,338,0,0,0,9672,152000
863,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,50,672,2296,0.0,0,1148,0,0,0,7931,132500
864,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,529,2744,0.0,0,0,0,0,0,8640,250580
865,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,39,902,2004,76.0,0,828,0,0,0,8750,148500
866,RL,Pave,HLS,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,870,3284,274.0,192,0,0,0,0,10656,248900
867,RL,Pave,Lvl,AllPub,Corner,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,46,544,2160,0.0,168,932,0,0,400,6970,129000
868,RL,Pave,Lvl,AllPub,Corner,Gilbert,Feedr,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,Slab,GasA,SBrkr,Attchd,WD,Normal,56,672,2320,0.0,120,0,720,0,0,14762,169000
869,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Attchd,WD,Normal,16,574,2999,246.0,156,750,887,0,0,9938,236000
870,RL,Pave,Lvl,AllPub,Inside,NAmes,PosN,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,47,308,1788,0.0,0,0,0,0,0,6600,109500
871,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,12,523,2486,116.0,0,505,878,0,0,8750,200500
872,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,Stone,GasA,SBrkr,Attchd,WD,Normal,12,414,1015,0.0,196,0,0,0,0,8892,116000
873,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,59,288,2100,0.0,0,375,0,0,0,12144,133000
874,RM,Pave,Lvl,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Detchd,WD,Abnorml,59,200,1807,0.0,26,0,455,0,0,5720,66500
875,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,PConc,GasA,SBrkr,BuiltIn,New,Partial,0,550,3794,0.0,208,64,1426,0,0,9000,303477
876,RL,Pave,HLS,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,PConc,GasA,SBrkr,Attchd,WD,Normal,44,648,2104,0.0,0,633,0,0,0,25286,132250
877,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,4,738,3686,216.0,184,1170,762,0,0,8834,350000
878,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Detchd,WD,Normal,15,576,2264,0.0,192,899,0,0,400,11782,148000
879,RL,Pave,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,4,336,1728,90.0,0,646,0,0,0,7000,136500
880,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,1,450,2180,0.0,0,980,0,0,0,7024,157000
881,RL,Pave,Lvl,AllPub,CulDSac,Timber,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,16,400,2873,117.0,168,902,530,0,0,13758,187500
882,RL,Pave,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Normal,16,389,2401,0.0,342,0,785,0,0,9636,178000
883,RL,Pave,Bnk,AllPub,Inside,SWISU,Norm,Norm,1Fam,2.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,SBrkr,Detchd,WD,Normal,56,440,3025,0.0,0,0,795,0,0,6204,118500
884,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,42,288,1784,60.0,0,432,0,0,0,7150,100000
885,FV,Pave,Lvl,AllPub,CulDSac,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Attchd,CWD,Abnorml,8,506,3407,60.0,97,1238,0,0,0,5119,328900
886,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Attchd,WD,Family,1,588,3338,122.0,272,528,0,0,0,8393,145000
887,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Attchd,WD,Normal,53,300,2209,0.0,121,0,521,0,0,16466,135500
888,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Wd Sdng,Wd Sdng,PConc,GasA,SBrkr,Attchd,WD,Normal,37,621,4434,0.0,81,351,0,823,0,15865,268000
889,RL,Pave,Lvl,AllPub,Inside,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Normal,56,505,3010,90.0,0,1024,0,0,0,12160,149500
890,RL,Pave,Lvl,AllPub,Corner,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,1,576,1596,0.0,0,0,252,0,2000,8064,122900
891,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,31,440,2601,92.0,243,226,765,500,0,11184,172500
892,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,3,264,2127,0.0,192,663,0,0,0,8414,154500
893,RL,Pave,Lvl,AllPub,Inside,Sawyer,PosN,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Plywood,PConc,GasA,SBrkr,Attchd,WD,Normal,54,354,2766,0.0,511,1064,0,0,0,13284,165000
894,RL,Pave,Bnk,AllPub,Inside,SawyerW,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,Slab,GasA,SBrkr,Attchd,WD,Alloca,30,400,1535,0.0,0,0,0,0,0,7018,118858
895,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,45,483,2576,415.0,0,400,813,0,0,7056,140000
896,RM,Pave,Lvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,SBrkr,Detchd,WD,Abnorml,56,327,1902,0.0,0,285,0,0,0,8765,106500
897,RL,Pave,Lvl,AllPub,Inside,SawyerW,Feedr,Norm,Duplex,2Story,Gable,CompShg,Plywood,Plywood,Slab,GasA,SBrkr,Detchd,WD,Alloca,30,528,2240,0.0,154,0,1120,0,0,7018,142953
898,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,820,4694,760.0,0,2188,0,0,0,12919,611657
899,RL,Pave,Lvl,AllPub,Inside,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,12,288,2148,0.0,0,465,0,0,0,6993,135000
900,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Detchd,WD,Normal,36,684,1716,0.0,0,322,0,0,0,7340,110000
901,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,9,756,2298,0.0,0,860,0,0,0,8712,153000
902,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,3,393,2292,0.0,0,0,702,0,0,7875,180000
903,RL,Pave,HLS,AllPub,CulDSac,Gilbert,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,690,3340,27.0,144,0,0,0,0,14859,240000
