,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalPorchSF,TotalBath,SnMoSold,CsMoSold,Scaled_OverallQal,Scaled_SalePrice
835,836,20,RL,60.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,442,Unf,0,625,GasA,TA,Y,SBrkr,1067,0,0,2,1,Gd,4,Min2,0,,Attchd,1996.0,Unf,2,436,TA,TA,Y,290,0,,,,0,2010,WD,Normal,128000,2134,0,2.0,0.8660254037844386,0.5000000000000001,-1.526837126882538,-0.6660932697856193
836,837,30,RM,90.0,8100,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,TA,TA,No,Rec,338,Unf,0,1221,GasA,Gd,Y,SBrkr,1559,0,0,2,1,TA,5,Min2,0,,Detchd,1948.0,Unf,2,812,TA,TA,Y,0,0,,GdWo,,0,2007,COD,Normal,153500,3118,346,2.0,1.2246467991473532e-16,-1.0,-0.7984607270090649,-0.34454135429555166
837,838,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,TA,TA,CBlock,TA,TA,No,BLQ,330,Unf,0,153,GasA,TA,Y,SBrkr,483,504,0,2,1,TA,5,Typ,0,,Detchd,1973.0,Unf,1,264,TA,TA,Y,0,0,,,,0,2008,WD,Normal,100000,1470,0,2.5,-0.5000000000000004,0.8660254037844384,-0.07008432713559168,-1.0191698828727525
838,839,20,RL,75.0,9525,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1099,GasA,Ex,Y,SBrkr,1099,0,0,3,1,Gd,6,Typ,0,,Attchd,1999.0,Unf,1,352,TA,TA,Y,278,0,,,,0,2008,WD,Normal,144000,2198,0,1.5,1.2246467991473532e-16,-1.0,-0.7984607270090649,-0.4643352051644004
839,840,50,RL,70.0,11767,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,352,Unf,0,416,GasA,Ex,Y,SBrkr,768,432,0,3,1,TA,6,Typ,0,,Detchd,1946.0,Unf,1,240,TA,TA,Y,0,0,,,,0,2008,WD,Normal,130500,1968,0,1.0,0.5,-0.8660254037844387,-0.7984607270090649,-0.6345685721885539
840,841,70,RH,,12155,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,156,Unf,0,516,GasA,TA,N,SBrkr,810,672,0,4,1,Fa,7,Typ,0,,Detchd,1934.0,Unf,1,400,TA,TA,P,0,0,,,,0,2008,WD,Normal,140000,2154,254,2.0,1.0,6.123233995736766e-17,-0.07008432713559168,-0.5147747213197051
841,842,70,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,650,GasA,Gd,Y,SBrkr,958,581,0,3,1,Gd,8,Typ,1,Po,Detchd,1983.0,Unf,2,686,Gd,TA,P,70,0,,,,0,2008,WD,Normal,157500,2189,146,2.0,1.2246467991473532e-16,-1.0,-0.7984607270090649,-0.29410183814024693
842,843,80,RL,82.0,9020,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,Gd,Rec,312,ALQ,539,276,GasA,TA,Y,SBrkr,1165,0,0,3,1,TA,6,Typ,0,,Attchd,1966.0,RFn,2,490,Gd,Gd,Y,0,0,,GdPrv,,0,2008,WD,Normal,174900,2292,129,2.5,0.5,-0.8660254037844387,-0.07008432713559168,-0.07468994286467136
843,844,90,RL,80.0,8000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1800,GasA,Ex,N,SBrkr,1800,0,0,6,2,TA,10,Typ,0,,,,,0,0,,,Y,0,0,,,,0,2007,WD,Normal,141000,3600,0,2.0,-0.4999999999999997,-0.8660254037844388,-0.7984607270090649,-0.502164842280879
844,845,50,RM,100.0,12665,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,876,GasA,Gd,Y,SBrkr,876,540,0,4,1,TA,7,Typ,1,Gd,Detchd,1949.0,Unf,3,720,TA,TA,Y,418,0,,,,0,2008,WD,Normal,153900,2292,194,1.5,1.2246467991473532e-16,-1.0,-0.7984607270090649,-0.3394974026800212
845,846,85,RL,,16647,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390,Unf,0,0,GasA,TA,Y,SBrkr,1701,0,0,3,1,TA,6,Min2,2,TA,Basment,1975.0,Fin,2,611,TA,TA,Y,0,0,,,,0,2007,WD,Normal,171000,3091,0,3.0,0.5,0.8660254037844387,-0.7984607270090649,-0.12386847111609348
846,847,60,RL,75.0,9317,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,Gd,TA,PConc,Gd,TA,No,ALQ,513,Unf,0,227,GasA,Ex,Y,SBrkr,1006,769,0,3,1,Gd,7,Typ,1,TA,Attchd,1993.0,Unf,2,425,TA,TA,Y,234,0,,,,0,2009,WD,Normal,213000,2515,264,3.5,-0.4999999999999997,-0.8660254037844388,0.6582920727378816,0.40574644851460623
847,848,20,RL,36.0,15523,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,460,Unf,0,404,GasA,Ex,Y,SBrkr,864,0,0,3,1,TA,5,Typ,1,Fa,Attchd,1972.0,Unf,1,338,TA,TA,Y,0,0,,,,0,2009,WD,Normal,133500,1728,0,2.0,-0.8660254037844384,-0.5000000000000004,-0.7984607270090649,-0.5967389350720753
848,849,50,RL,75.0,45600,Pave,,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,907,GasA,TA,Y,SBrkr,1307,1051,0,5,1,TA,10,Typ,1,Gd,Detchd,1908.0,Unf,2,360,Fa,TA,Y,486,0,,,,0,2008,WD,Normal,240000,3265,215,3.0,-1.0,-1.8369701987210292e-16,-0.07008432713559168,0.7462131825629131
849,850,80,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,528,GasA,Ex,Y,SBrkr,1094,761,0,3,1,TA,7,Typ,1,TA,Attchd,1976.0,RFn,2,512,TA,TA,Y,113,0,,,,0,2007,WD,Normal,187000,2383,100,2.5,-0.8660254037844384,-0.5000000000000004,-0.07008432713559168,0.07788959350512546
850,851,120,RM,36.0,4435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,0,189,GasA,Ex,Y,SBrkr,848,0,0,1,1,Gd,3,Typ,0,,Attchd,2003.0,Fin,2,420,TA,TA,Y,140,0,,,,0,2007,WD,Normal,131500,1696,0,2.0,-0.5000000000000004,0.8660254037844384,-0.07008432713559168,-0.6219586931497277
851,852,120,RL,,3196,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1273,GasA,Ex,Y,SBrkr,1456,0,0,2,1,Gd,7,Typ,1,TA,Attchd,2003.0,Fin,2,400,TA,TA,Y,143,0,,,,0,2006,WD,Normal,215000,2729,20,2.0,0.5,-0.8660254037844387,1.3866684726113547,0.4309662065922586
852,853,75,RL,53.0,7128,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Rec,364,Unf,0,554,GasA,Gd,Y,SBrkr,918,728,0,4,1,TA,7,Typ,2,Gd,Detchd,1941.0,Unf,1,240,TA,TA,Y,0,0,,MnPrv,,0,2007,WD,Normal,164000,2564,126,2.0,-0.8660254037844384,-0.5000000000000004,0.6582920727378816,-0.21213762438787676
853,854,80,RL,,12095,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,564,Unf,0,563,GasA,TA,Y,SBrkr,1445,0,0,3,1,TA,7,Typ,1,Fa,Attchd,1964.0,RFn,2,645,TA,TA,Y,180,0,,MnPrv,,0,2009,WD,Normal,158000,2572,0,1.5,-0.8660254037844384,-0.5000000000000004,-0.07008432713559168,-0.28779689862083385
854,855,20,RL,102.0,17920,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,306,Rec,1085,372,GasA,TA,Y,SBrkr,1779,0,0,3,1,TA,6,Typ,1,Gd,Attchd,1955.0,Unf,2,454,TA,TA,Y,0,0,,,,0,2006,WD,Abnorml,170000,3542,730,2.5,-0.4999999999999997,-0.8660254037844388,-0.7984607270090649,-0.13647835015491966
855,856,20,RL,,6897,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,659,Unf,0,381,GasA,Ex,Y,SBrkr,1040,0,0,3,1,TA,6,Typ,0,,Detchd,1962.0,Unf,1,260,TA,TA,Y,0,0,,,,0,2010,WD,Normal,127000,2080,104,2.5,0.8660254037844387,-0.4999999999999998,-0.7984607270090649,-0.6787031488244455
856,857,80,RL,,10970,Pave,,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,505,LwQ,435,0,GasA,TA,Y,SBrkr,1026,0,0,3,1,TA,5,Typ,0,,Detchd,1981.0,Unf,2,576,TA,Fa,Y,0,0,,MnPrv,,0,2008,WD,Normal,147000,1966,34,2.0,-0.8660254037844386,0.5000000000000001,-0.07008432713559168,-0.4265055680479219
857,858,60,RL,65.0,8125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,702,GasA,Gd,Y,SBrkr,702,779,0,3,1,TA,6,Typ,1,TA,Attchd,1994.0,Fin,2,343,TA,TA,Y,0,0,,,,0,2009,WD,Normal,174000,2183,36,2.5,1.0,6.123233995736766e-17,-0.07008432713559168,-0.08603883399961491
858,859,20,RL,80.0,10400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1090,GasA,TA,Y,SBrkr,1370,0,0,3,1,TA,6,Typ,1,TA,Attchd,1976.0,RFn,2,479,TA,TA,Y,0,0,,MnPrv,,0,2009,WD,Family,152000,2460,0,2.0,1.2246467991473532e-16,-1.0,0.6582920727378816,-0.36345617285379095
859,860,60,RL,,11029,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,619,Unf,0,435,GasA,TA,Y,SBrkr,1512,1142,0,4,1,Gd,9,Typ,1,Gd,Attchd,1968.0,Unf,2,619,TA,TA,Y,0,0,,,,0,2006,WD,Normal,250000,3708,287,3.5,-0.8660254037844384,-0.5000000000000004,-0.07008432713559168,0.872311972951175
860,861,50,RL,55.0,7642,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,912,GasA,Gd,Y,SBrkr,912,514,0,3,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1,216,TA,TA,Y,0,0,,GdPrv,,0,2007,WD,Normal,189950,2338,240,1.5,1.2246467991473532e-16,-1.0,0.6582920727378816,0.1150887366696627
861,862,190,RL,75.0,11625,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,841,Unf,0,198,GasA,Ex,Y,SBrkr,1039,0,0,3,1,TA,6,Typ,0,,Attchd,1965.0,Unf,2,504,TA,TA,Y,0,0,,,,0,2010,WD,Normal,131500,2078,0,2.5,0.8660254037844387,-0.4999999999999998,-0.7984607270090649,-0.6219586931497277
862,863,20,RL,81.0,9672,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338,Unf,0,702,GasA,TA,Y,SBrkr,1097,0,0,3,1,TA,6,Typ,0,,Attchd,1986.0,Unf,2,480,TA,TA,Y,0,0,,GdPrv,,0,2010,WD,Normal,152000,2137,0,2.0,0.5,-0.8660254037844387,-0.07008432713559168,-0.36345617285379095
863,864,20,RL,70.0,7931,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1148,Unf,0,0,GasA,TA,Y,SBrkr,1148,0,0,3,1,TA,6,Typ,0,,Attchd,1959.0,Unf,1,672,TA,TA,Y,0,0,,GdPrv,,0,2009,WD,Normal,132500,2296,0,2.0,-0.4999999999999997,-0.8660254037844388,-0.7984607270090649,-0.6093488141109015
864,865,20,FV,72.0,8640,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1372,GasA,Ex,Y,SBrkr,1372,0,0,3,1,Gd,6,Typ,0,,Attchd,2008.0,Fin,2,529,TA,TA,Y,0,0,,,,0,2008,New,Partial,250580,2744,140,2.0,0.5,-0.8660254037844387,0.6582920727378816,0.8796257027936942
865,866,20,RL,,8750,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,BLQ,828,Unf,0,174,GasA,TA,Y,SBrkr,1002,0,0,3,1,TA,5,Typ,0,,Detchd,1973.0,Unf,2,902,TA,TA,Y,0,0,,MnPrv,,0,2009,WD,Normal,148500,2004,0,2.0,-0.8660254037844384,-0.5000000000000004,-0.7984607270090649,-0.4075907494896826
866,867,20,RL,67.0,10656,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1638,GasA,Ex,Y,SBrkr,1646,0,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,870,TA,TA,Y,192,0,,,,0,2007,New,Partial,248900,3284,80,2.0,-0.5000000000000004,0.8660254037844384,1.3866684726113547,0.8584411060084662
867,868,20,RL,85.0,6970,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,932,Unf,0,108,GasA,TA,Y,SBrkr,1120,0,0,3,1,Fa,5,Typ,0,,Attchd,1961.0,RFn,2,544,TA,TA,Y,168,0,,,Shed,400,2007,WD,Normal,129000,2160,0,2.5,0.5,-0.8660254037844387,-1.526837126882538,-0.6534833907467932
868,869,60,RL,,14762,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,Slab,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1547,720,53,2,1,TA,7,Typ,1,TA,Attchd,1979.0,Unf,2,672,TA,TA,P,120,0,,,,0,2006,WD,Normal,169000,2320,144,2.0,0.5,-0.8660254037844387,-0.7984607270090649,-0.14908822919374584
869,870,60,RL,80.0,9938,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,750,Unf,0,300,GasA,Ex,Y,SBrkr,1062,887,0,3,1,Gd,8,Typ,1,TA,Attchd,1993.0,Fin,2,574,TA,TA,Y,156,0,,GdPrv,,0,2010,WD,Normal,236000,2999,90,3.5,1.2246467991473532e-16,-1.0,0.6582920727378816,0.6957736664076084
870,871,20,RL,60.0,6600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,894,GasA,Gd,N,SBrkr,894,0,0,2,1,TA,5,Typ,0,,Detchd,1962.0,Unf,1,308,TA,TA,Y,0,0,,,,0,2009,WD,Normal,109500,1788,0,1.0,-0.8660254037844384,-0.5000000000000004,-0.7984607270090649,-0.8993760320039037
871,872,60,RL,70.0,8750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Gd,TA,No,GLQ,505,Unf,0,299,GasA,Ex,Y,SBrkr,804,878,0,3,1,Gd,7,Typ,0,,Attchd,1998.0,RFn,2,523,TA,TA,Y,0,0,,,,0,2010,WD,Normal,200500,2486,77,2.5,1.2246467991473532e-16,-1.0,-0.07008432713559168,0.24812296052927893
872,873,20,RL,74.0,8892,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,,0.0,Gd,TA,Stone,TA,TA,Av,Unf,0,Unf,0,105,GasA,Gd,Y,SBrkr,910,0,0,3,1,Gd,5,Typ,0,,Attchd,1953.0,Unf,2,414,TA,TA,Y,196,0,,GdWo,,0,2008,WD,Normal,116000,1015,150,1.0,-0.8660254037844386,0.5000000000000001,-0.7984607270090649,-0.8174118182515335
873,874,40,RL,60.0,12144,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,CBlock,TA,TA,No,Rec,375,Unf,0,457,GasA,Gd,Y,SBrkr,1036,0,232,3,1,TA,6,Typ,1,Gd,Attchd,1949.0,Unf,1,288,TA,TA,Y,0,0,,,Othr,0,2009,WD,Normal,133000,2100,28,1.0,-1.0,-1.8369701987210292e-16,-0.7984607270090649,-0.6030438745914884
874,875,50,RM,52.0,5720,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,676,GasA,Ex,Y,SBrkr,676,455,0,3,1,TA,5,Typ,0,,Detchd,1941.0,Unf,1,200,TA,TA,Y,26,0,,,,0,2009,WD,Abnorml,66500,1807,0,1.5,-0.8660254037844384,-0.5000000000000004,-0.7984607270090649,-1.4416008306734296
875,876,60,FV,75.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,64,Unf,0,1120,GasA,Ex,Y,SBrkr,1184,1426,0,4,1,Ex,11,Typ,1,Gd,BuiltIn,2007.0,Fin,2,550,TA,TA,Y,208,0,,,,0,2007,New,Partial,303477,3794,364,2.5,-0.8660254037844384,-0.5000000000000004,1.3866684726113547,1.5466504743104827
876,877,20,RL,94.0,25286,Pave,,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,633,Unf,0,431,GasA,Gd,Y,SBrkr,1040,0,0,3,1,TA,5,Typ,0,,Attchd,1963.0,Unf,2,648,TA,TA,Y,0,0,,,,0,2007,WD,Normal,132250,2104,0,2.0,0.5,0.8660254037844387,-1.526837126882538,-0.6125012838706081
877,878,60,RL,74.0,8834,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,Gd,TA,PConc,Ex,TA,No,GLQ,1170,Unf,0,292,GasA,Ex,Y,SBrkr,1462,762,0,4,1,Ex,10,Typ,1,Gd,Attchd,2004.0,Fin,3,738,TA,TA,Y,184,0,,,,0,2009,WD,Normal,350000,3686,0,3.5,1.2246467991473532e-16,-1.0,2.115044872484828,2.133299876833793
878,879,85,RL,88.0,11782,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,899,Unf,0,210,GasA,TA,Y,SBrkr,1155,0,0,3,1,Gd,6,Min2,0,,Detchd,1987.0,Unf,2,576,TA,TA,Y,192,0,,MnPrv,Shed,400,2010,WD,Normal,148000,2264,0,2.0,1.2246467991473532e-16,-1.0,-0.7984607270090649,-0.4138956890090957
879,880,20,RL,,7000,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,TA,TA,No,ALQ,646,Unf,0,218,GasA,Ex,Y,SBrkr,864,0,0,3,1,TA,6,Typ,0,,Attchd,1978.0,Unf,1,336,TA,TA,Y,0,0,,GdWo,,0,2009,WD,Normal,136500,1728,0,2.0,-0.4999999999999997,-0.8660254037844388,-0.7984607270090649,-0.5589092979555967
880,881,20,RL,60.0,7024,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,980,Unf,0,110,GasA,Gd,Y,SBrkr,1090,0,0,2,1,TA,5,Typ,0,,Attchd,2005.0,Fin,2,450,TA,TA,Y,0,0,,,,0,2007,WD,Normal,157000,2180,49,2.5,1.2246467991473532e-16,-1.0,-0.7984607270090649,-0.30040677765966
881,882,50,RL,44.0,13758,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,902,Unf,0,254,GasA,Ex,Y,SBrkr,1187,530,0,3,1,Gd,7,Typ,1,TA,Attchd,1990.0,RFn,2,400,TA,TA,Y,168,0,,,,0,2007,WD,Normal,187500,2873,36,2.5,0.8660254037844387,-0.4999999999999998,0.6582920727378816,0.08419453302453855
882,883,60,RL,,9636,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,808,GasA,Gd,Y,SBrkr,808,785,0,3,1,TA,7,Typ,1,TA,BuiltIn,1993.0,RFn,2,389,TA,TA,Y,342,0,,MnPrv,,0,2009,WD,Normal,178000,2401,40,2.5,-2.4492935982947064e-16,1.0,-0.07008432713559168,-0.03559931784431019
