,Age,GarageArea,TotalSF,MasVnrArea,WoodDeckSF,BsmtFinSF1,2ndFlrSF,BsmtFinSF2,MiscVal,LotArea,MSZoning,Street,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Foundation,Heating,Electrical,GarageType,SaleType,SaleCondition,SalePrice
719,37,300,1942,0.0,0,523,0,0,0,9920,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,128500
720,21,564,3484,0.0,114,1148,0,0,0,6563,RL,Pave,Low,AllPub,CulDSac,StoneBr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,275000
721,6,420,1696,169.0,160,662,0,0,0,4426,RM,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,143000
722,39,463,1728,0.0,0,191,0,0,0,8120,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,124500
723,36,548,2411,0.0,0,0,473,0,0,8172,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Detchd,WD,Normal,135000
724,1,768,3396,340.0,327,1234,0,0,0,13286,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,PConc,GasA,SBrkr,Attchd,WD,Normal,320000
725,39,660,1728,0.0,96,375,0,239,500,6960,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,CBlock,GasA,SBrkr,Detchd,WD,Normal,120500
726,2,540,2560,260.0,292,808,0,0,0,21695,RL,Pave,Lvl,AllPub,Corner,Crawfor,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,222000
727,2,632,2464,82.0,132,724,0,0,0,7314,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,194500
728,51,888,3360,95.0,0,0,0,0,0,11475,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Detchd,COD,Abnorml,110000
729,59,539,1988,0.0,0,152,0,0,0,6240,RM,Pave,Lvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,FuseA,Detchd,WD,Normal,103000
730,14,608,3211,0.0,237,1180,0,0,0,5389,RL,Pave,Lvl,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,PConc,GasA,SBrkr,Attchd,WD,Normal,236500
731,4,438,2014,442.0,160,786,0,0,0,9590,RL,Pave,Lvl,AllPub,Corner,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,187500
732,9,541,3184,202.0,192,252,878,0,0,11404,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,222500
733,26,264,2008,0.0,165,594,0,0,400,10000,RL,Pave,Lvl,AllPub,Corner,Sawyer,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,131400
734,39,300,1896,0.0,147,0,0,0,0,8978,RL,Pave,Lvl,AllPub,Corner,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,PConc,GasA,SBrkr,Attchd,WD,Family,108000
735,36,320,2648,0.0,0,390,888,0,0,10800,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasW,SBrkr,Detchd,WD,Normal,163000
736,56,400,1040,0.0,0,0,0,0,0,8544,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,Stucco,Stone,CBlock,GasA,FuseF,Detchd,WD,Normal,93500
737,1,800,2694,0.0,0,0,900,0,0,10463,RL,Pave,HLS,AllPub,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,239900
738,21,0,2400,0.0,120,1200,0,0,0,10800,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,,WD,Alloca,179000
739,5,572,2592,0.0,187,0,864,0,0,9313,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,190000
740,5,360,1696,0.0,270,0,664,0,0,9600,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,BrkTil,GasA,SBrkr,Detchd,WD,Abnorml,132000
741,12,288,1824,0.0,168,832,0,0,0,6768,RL,Pave,Lvl,AllPub,Inside,Sawyer,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Detchd,WD,Normal,142000
742,6,539,2698,108.0,120,0,0,0,0,8450,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,179000
743,10,480,1984,0.0,302,444,0,0,0,12886,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,175000
744,15,462,2674,0.0,96,733,0,0,0,5395,RL,Pave,HLS,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,180000
745,12,831,3857,289.0,0,575,1540,80,0,8963,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,BuiltIn,WD,Normal,299800
746,9,554,3208,0.0,224,300,1276,0,0,8795,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Normal,236000
747,6,864,3880,0.0,181,0,1320,0,0,11700,RM,Pave,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,2Story,Mansard,CompShg,Stucco,Stucco,Stone,GasW,SBrkr,Detchd,WD,Normal,265979
748,14,527,3440,338.0,240,919,0,0,0,10593,RL,Pave,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,260400
749,59,240,1529,0.0,92,0,441,0,0,8405,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Wd Shng,Slab,Wall,FuseF,Detchd,WD,Normal,98000
750,6,0,1716,0.0,0,0,348,0,0,8800,RM,Pave,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,SBrkr,,WD,Normal,96500
751,4,400,1980,0.0,0,0,660,0,0,7750,RL,Pave,Lvl,AllPub,Inside,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,162000
752,9,576,2973,0.0,168,1200,0,0,0,9236,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,217000
753,1,878,3128,178.0,192,0,1060,0,0,10240,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,275500
754,4,440,2052,0.0,171,439,0,472,0,7930,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Detchd,WD,Normal,156000
755,10,440,2200,894.0,0,381,729,0,0,3230,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Detchd,WD,Normal,172500
756,2,578,2634,0.0,144,20,902,0,0,10769,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,212000
757,32,440,2058,328.0,335,438,714,0,0,11616,RL,Pave,Lvl,AllPub,CulDSac,Sawyer,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Abnorml,158900
758,9,440,2245,360.0,0,549,744,0,0,2280,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Detchd,WD,Normal,179400
759,12,752,3849,513.0,222,56,1203,64,0,12257,RL,Pave,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,290000
760,50,300,1728,0.0,0,612,0,0,450,9100,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Detchd,WD,Normal,127500
761,59,440,2446,0.0,0,405,0,0,0,6911,RM,Pave,Lvl,AllPub,FR2,BrkSide,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,SBrkr,Detchd,WD,Normal,100000
762,1,614,2303,0.0,169,24,783,0,0,8640,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,Con,Normal,215200
763,10,856,3617,673.0,0,1163,1097,0,0,9430,RL,Pave,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,337000
764,10,481,2988,0.0,0,437,0,1057,0,9549,RL,Pave,Lvl,AllPub,CulDSac,Veenker,Norm,Norm,TwnhsE,1Story,Hip,CompShg,BrkFace,BrkFace,PConc,GasA,SBrkr,Attchd,WD,Normal,270000
765,0,592,3004,284.0,0,0,0,0,0,14587,RL,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,264132
766,22,496,2694,42.0,228,394,734,0,500,10421,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,196500
767,23,423,2733,0.0,245,660,767,0,1300,12508,RL,Pave,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,160000
768,1,484,3696,0.0,120,24,0,0,0,9100,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,216837
769,7,841,4929,603.0,503,1416,1589,0,0,53504,RL,Pave,HLS,AllPub,CulDSac,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,CemntBd,Wd Shng,PConc,GasA,SBrkr,BuiltIn,WD,Normal,538000
770,27,576,1716,0.0,120,685,0,0,0,7252,RL,Pave,Lvl,AllPub,CulDSac,Sawyer,Norm,Norm,1Fam,SFoyer,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Detchd,WD,Normal,134900
771,55,396,2056,0.0,0,836,0,0,0,8877,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,FuseF,Detchd,COD,Normal,102000
772,34,672,2146,0.0,144,422,0,127,0,7819,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Detchd,WD,Abnorml,107000
773,49,275,1824,1.0,0,456,0,0,0,10150,RL,Pave,Lvl,AllPub,Inside,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,FuseA,Attchd,COD,Normal,114500
774,1,895,3908,375.0,315,0,0,0,0,14226,RL,Pave,Lvl,AllPub,Corner,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,395000
775,11,412,2408,320.0,0,866,0,0,0,4500,RM,Pave,Lvl,AllPub,FR2,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,162000
776,0,865,3228,240.0,144,20,0,0,0,11210,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,221500
777,32,440,1758,0.0,241,762,0,0,0,13350,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,142500
778,30,630,2020,320.0,0,0,0,0,0,8400,RH,Pave,Lvl,AllPub,Inside,SawyerW,Feedr,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,Slab,GasA,SBrkr,Detchd,WD,Normal,144000
779,29,504,1979,90.0,0,975,0,0,0,10530,RL,Pave,Lvl,AllPub,Inside,Mitchel,Norm,Norm,Duplex,SFoyer,Gable,CompShg,Plywood,ImStucc,CBlock,GasA,SBrkr,Attchd,WD,Normal,135000
780,11,402,2490,38.0,220,0,0,0,0,7875,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,176000
781,14,484,2364,0.0,0,387,793,0,0,7153,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,175900
782,7,605,2843,0.0,0,0,0,0,0,16285,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,187100
783,31,602,2207,104.0,303,1097,0,0,0,9101,RL,Pave,Lvl,AllPub,Corner,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,PConc,GasA,SBrkr,Attchd,WD,Normal,165500
784,7,0,2226,0.0,0,0,742,0,0,6300,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Shng,CBlock,GasA,SBrkr,,WD,Normal,128000
785,42,457,2714,0.0,0,251,0,630,0,9790,RL,Pave,Lvl,AllPub,Inside,NWAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Normal,161500
786,60,416,2338,0.0,0,686,686,0,1200,10800,RM,Pave,Lvl,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Detchd,WD,Normal,139000
787,6,618,3040,0.0,0,656,1128,0,0,10142,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Normal,233000
788,8,281,1802,0.0,0,0,0,0,0,6000,RM,Pave,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,107900
789,0,444,2919,157.0,133,568,1111,0,0,12205,RL,Pave,Low,AllPub,Inside,ClearCr,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,187500
790,3,397,2290,11.0,100,16,0,0,0,3182,RL,Pave,Lvl,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,160200
791,31,539,2091,0.0,120,539,0,0,0,11333,RL,Pave,Lvl,AllPub,Corner,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,146800
792,10,455,3130,0.0,180,862,886,0,0,9920,RL,Pave,Lvl,AllPub,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Attchd,WD,Normal,269790
793,0,474,2992,140.0,168,0,0,0,0,9158,RL,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,PConc,GasA,SBrkr,Attchd,New,Partial,225000
794,12,409,2607,0.0,143,0,809,0,500,10832,RL,Pave,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Attchd,WD,Normal,194500
795,29,476,2214,130.0,0,0,676,0,0,8400,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,171000
796,30,528,1945,148.0,138,0,0,0,0,8197,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,143500
797,55,240,1546,0.0,0,570,0,0,0,7677,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Attchd,WD,Abnorml,110000
798,0,820,5066,860.0,144,0,1174,0,0,13518,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,New,Partial,485000
799,57,240,2499,252.0,0,569,787,0,0,7200,RL,Pave,Lvl,AllPub,Corner,SWISU,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,SBrkr,Detchd,WD,Normal,175000
800,11,603,2304,0.0,403,462,1072,0,400,12798,RL,Pave,HLS,AllPub,Inside,ClearCr,Feedr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,200000
801,17,440,2392,0.0,0,197,0,0,0,4800,RM,Pave,Lvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,FuseA,Detchd,WD,Normal,109900
802,3,410,2184,0.0,36,648,728,0,0,8199,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,WdShing,Wd Shng,PConc,GasA,SBrkr,Attchd,WD,Normal,189000
803,0,1020,4556,424.0,52,0,1088,0,0,13891,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,New,Partial,582933
804,52,286,2064,0.0,0,812,0,0,0,9000,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Family,118000
805,0,554,2845,256.0,0,0,0,0,0,12274,RL,Pave,Lvl,AllPub,FR2,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,227680
806,39,384,1960,0.0,68,400,0,480,0,9750,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,135500
807,5,528,2900,0.0,0,1309,504,0,0,21384,RL,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Normal,223500
808,40,484,2110,1047.0,0,516,0,128,0,13400,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,159950
809,44,360,2987,0.0,40,0,1063,0,0,8100,RM,Pave,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,2.5Unf,Hip,CompShg,AsbShng,AsbShng,PConc,GasA,FuseA,Detchd,WD,Normal,106000
810,7,484,2349,99.0,265,663,0,377,0,10140,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,181000
811,4,420,1696,169.0,140,662,0,0,0,4438,RM,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,ConLD,Normal,144500
812,58,504,1584,0.0,0,0,0,0,54,8712,C (all),Grvl,Bnk,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,FuseA,Basment,WD,Alloca,55993
813,49,301,2884,243.0,0,608,0,0,500,9750,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Attchd,COD,Normal,157900
814,56,280,1936,0.0,207,0,564,0,0,8248,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,BrkTil,GasW,SBrkr,Detchd,WD,Normal,116000
815,12,598,3310,442.0,0,0,0,0,0,12137,RL,Pave,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,224900
816,52,275,2016,0.0,0,486,0,0,0,11425,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,CBlock,GasA,SBrkr,Attchd,WD,Normal,137000
817,6,857,3257,148.0,150,1218,0,0,0,13265,RL,Pave,Lvl,AllPub,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,PConc,GasA,SBrkr,Attchd,WD,Normal,271000
818,39,440,2062,80.0,0,504,0,0,0,8816,RL,Pave,Lvl,AllPub,Inside,ClearCr,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,155000
819,0,484,2716,128.0,192,733,0,0,0,6371,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,224000
820,5,595,2438,0.0,0,0,842,0,0,7226,RL,Pave,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,183000
821,56,576,1872,0.0,0,0,0,0,0,6000,RM,Pave,Bnk,AllPub,Inside,OldTown,Norm,Norm,2fmCon,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,93000
822,4,433,2580,0.0,100,0,886,0,0,12394,RL,Pave,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Family,225000
823,59,240,2267,0.0,335,0,545,0,0,9900,RL,Pave,Lvl,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,BrkTil,GasA,SBrkr,Detchd,WD,Normal,139500
824,0,776,2978,0.0,0,0,0,0,0,11216,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,232600
826,58,0,1568,0.0,0,784,0,0,0,6130,RM,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,BrkTil,GasA,SBrkr,,WD,Normal,109500
827,8,527,2888,0.0,290,20,0,0,0,8529,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,189000
828,42,538,3139,0.0,486,249,966,764,0,28698,RL,Pave,Low,AllPub,CulDSac,ClearCr,Norm,Norm,1Fam,2Story,Flat,Tar&Grv,Plywood,Plywood,PConc,GasA,SBrkr,Attchd,WD,Abnorml,185000
829,1,480,1823,0.0,0,0,623,0,0,2544,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Detchd,WD,Normal,147400
830,51,458,2784,387.0,0,1040,0,0,0,11900,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,FuseA,Attchd,WD,Normal,166000
831,1,480,1800,0.0,0,0,600,0,0,3180,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Detchd,WD,Normal,151000
832,7,613,2770,223.0,192,483,888,0,0,9548,RL,Pave,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,237000
